ticker	nome	segmento	tipoGestao	cotacao	patrimonioLiquido	vpPorCota	ultimoRendimento	p_vp	negociacoesDiarias	ultimoDividendYield	dividendYieldL52W_media	dividendYieldL52W_mediana	dividendYieldL52W_desvioPadrao	dividendYieldL52W_coefVariacao	dividendYieldL52W_tamAmostra	dividendYieldL52W_dataRefMaisRecente
GTWR11	FDO INV IMOB GREEN TOWERS	Lajes Corporativas	12.000.000	R$ 86,25	R$ 1,2 bi	R$ 100,90	-4,30%	0,85	6.844	0,74%	0,00637	0,00626	0,00045	0	29	Setembro/2021
HAAA11	HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	2.710.000	R$ 94,80	R$ 329,5 mi	R$ 95,36	-2,41%	0,99	1	0,57%	0,00528	0,00515	0,00021	0	7	Setembro/2021
HABT11	HABITAT II - FDO INT IMOB	Títulos e Val. Mob.	2.000.000	R$ 112,47	R$ 525,9 mi	R$ 97,17	-7,33%	1,16	37.012	1,32%	0,01252	0,01235	0,00207	0	25	Setembro/2021
HBRH11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA	Híbrido	2.245.672	R$ 82,16	R$ 245,4 mi	R$ 109,28	-2,72%	0,75	23.166	0,80%	0,00685	0,00674	0,00048	0	19	Setembro/2021
HBTT11	FDO INV IMOB HABITAT I	Títulos e Val. Mob.	66.567	R$ 1.055,00	R$ 159,7 mi	R$ 886,32	1,91%	1,19	3	1,57%	0,00806	0,00750	0,00314	0	26	Setembro/2020
HCHG11	HECTARE RECEBÍVEIS HIGH GRADE FDO. INV. IMOB.	Outros	1.000.000	R$ 92,37	R$ 114,3 mi	R$ 95,28	-1,30%	0,97	25	0,71%	0,00395	0,00479	0,00295	0	3	Setembro/2021
HCRI11	FDO INV IMOB - FII HOSPITAL DA CRIANÇA	Hospital	200.000	R$ 387,39	R$ 59,8 mi	R$ 299,16	-2,13%	1,29	71	0,77%	0,00693	0,00720	0,00071	0	68	Setembro/2021
HCST11	HECTARE DESENV. STUDENT HOUSING – FDO. INV. IMOB.	Residencial	109.940	R$ 91,93	R$ 30,2 mi	R$ 105,26	N/A	0,87	9	N/A	
HCTR11	HECTARE CE - FDO INV IMOB	Outros	9.414	R$ 123,49	R$ 2,3 bi	R$ 118,79	2,95%	1,04	107.604	1,29%	0,01422	0,01371	0,00180	0	27	Setembro/2021
HFOF11	HEDGE TOP FOFII 3 FDO INV IMOB	Títulos e Val. Mob.	15.850.000	R$ 85,00	R$ 2 bi	R$ 88,23	-2,18%	0,96	26.500	0,70%	0,00594	0,00601	0,00073	0	42	Setembro/2021
HGBS11	HEDGE BRASIL SHOPPING FDO INV IMOB	Shoppings	45.000	R$ 185,72	R$ 2,1 bi	R$ 214,40	-2,84%	0,87	22.522	0,47%	0,00283	0,00287	0,00097	0	69	Setembro/2021
HGCR11	CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII	Títulos e Val. Mob.	30.000	R$ 105,59	R$ 1,3 bi	R$ 102,75	3,96%	1,03	37.653	0,79%	0,00700	0,00657	0,00223	0	69	Setembro/2021
HGFF11	CSHG IMOB. FOF - FDO INV. IMOB. - FII	Títulos e Val. Mob.	1.800.000	R$ 73,60	R$ 257,6 mi	R$ 89,95	-2,77%	0,82	5.399	0,66%	0,00627	0,00598	0,00098	0	26	Setembro/2021
HGIC11	HGI CRÉDITOS IMOBILIÁRIOS FDO. INV. IMOB.	Títulos e Val. Mob.	128.339	R$ 105,88	R$ 24,4 mi	R$ 105,09	0,93%	1,01	65	0,83%	0,00637	0,00764	0,00285	0	7	Setembro/2021
HGLG11	CSHG LOGÍSTICA FDO INV IMOB - FII	Logística	7.881.340	R$ 167,00	R$ 3,2 bi	R$ 147,86	2,02%	1,13	38.939	0,67%	0,00646	0,00476	0,00329	0	69	Setembro/2021
HGPO11	CSHG PRIME OFFICES FDO INV IMOB - FII	Lajes Corporativas	165.000	R$ 221,67	R$ 423,2 mi	R$ 241,39	0,33%	0,92	1.038	0,56%	0,00493	0,00453	0,00084	0	69	Setembro/2021
HGRE11	CSHG REAL ESTATE FDO INV IMOB - FII	Lajes Corporativas	40.000	R$ 128,50	R$ 2 bi	R$ 168,98	-1,15%	0,76	20.549	0,53%	0,00531	0,00486	0,00155	0	69	Setembro/2021
HGRU11	CSHG RENDA URBANA - FDO INV IMOB - FII	Híbrido	1.500.000	R$ 114,15	R$ 2,2 bi	R$ 117,55	-2,51%	0,97	33.015	0,64%	0,00579	0,00556	0,00065	0	39	Setembro/2021
HLOG11	HEDGE LOGÍSTICA FDO. INV. IMOB.	Logística	4.250.000	R$ 102,98	R$ 485,2 mi	R$ 114,17	-2,93%	0,90	464	0,61%	0,00557	0,00542	0,00029	0	20	Setembro/2021
HMOC11	HEDGE SHOPPING PRAÇA DA MOÇA FDO INV IMOB	Shoppings	382.017	R$ 226,95	R$ 91,2 mi	R$ 238,79	10,49%	0,95	115	10,49%	0,05089	0,00441	0,06815	0	67	Março/2021
HOSI11	FDO. INV. IMOB. HOUSI	Híbrido	573.450	R$ 76,69	R$ 52,9 mi	R$ 92,23	1,83%	0,83	87	0,57%	0,00634	0,00661	0,00054	0	19	Setembro/2021
HPDP11	HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	2.808.813	R$ 81,96	R$ 279,2 mi	R$ 95,99	1,77%	0,85	4	0,41%	0,00290	0,00343	0,00132	0	19	Setembro/2021
HRDF11	HEDGE REALTY DEVELOPMENT FDO INV IMOB	Híbrido	7.587.125	R$ 1,38	R$ 9,4 mi	R$ 1,24	N/A	1,11	4.186	N/A	nan	nan	nan	0	0	N/A
HREC11	HEDGE RECEBÍVEIS FDO. INVEST. IMOB.	Títulos e Val. Mob.	2.794.900	R$ 97,88	R$ 268,7 mi	R$ 94,42	-0,33%	1,04	27	0,71%	0,00594	0,00714	0,00383	0	11	Setembro/2021
HSAF11	HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	903.158	R$ 90,62	R$ 168,9 mi	R$ 95,22	-1,28%	0,95	4.779	1,11%	0,00804	0,00890	0,00337	0	13	Setembro/2021
HSLG11	HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	12.660.067	R$ 87,96	R$ 1,4 bi	R$ 112,77	-5,13%	0,78	11.149	0,65%	0,00560	0,00546	0,00046	0	9	Setembro/2021
HSML11	HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	6.750.000	R$ 77,83	R$ 1,5 bi	R$ 95,10	-0,59%	0,82	40.935	0,65%	0,00464	0,00507	0,00129	0	26	Setembro/2021
HSRE11	HSI RENDA IMOB FDO INV IMOB	Híbrido	6.565.290	R$ 99,00	R$ 828,4 mi	R$ 97,25	1,20%	1,02	11	0,57%	0,00250	0,00000	0,00279	0	9	Setembro/2021
HTMX11	FDO INV IMOB - FII HOTEL MAXINVEST	Hotel	714.516	R$ 99,50	R$ 163,6 mi	R$ 130,19	-28,14%	0,76	2.133	0,00%	0,00453	0,00454	0,00230	0	51	Março/2020
HUSC11	FDO INV IMOB HOSPITAL UNIMED SUL CAPIXABA	Outros	721.821	R$ 122,00	R$ 103,6 mi	R$ 130,42	2,49%	0,94	85	0,64%	0,00541	0,00531	0,00068	0	29	Setembro/2021
HUSI11	HUSI FDO INV. IMOB.	Hospital	90.082	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
IBCR11	FDO DE INV IMOBILIÁRIO DE CRI INTEGRAL BREI	Títulos e Val. Mob.	802.921	R$ 92,75	R$ 76,8 mi	R$ 95,65	N/A	0,97	64	N/A	nan	nan	nan	0	0	N/A
IBFF11	FDO INV. IMOB. FOF INTEGRAL BREI	Títulos e Val. Mob.	666.681	R$ 61,94	R$ 51,1 mi	R$ 76,69	-5,84%	0,81	4.451	0,78%	0,00627	0,00604	0,00159	0	24	Setembro/2021
IDFI11	FDO INV IMOBILIÁRIO DE UNIDADES AUTÔNOMAS	Híbrido	123.925	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
IFID11	IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	748.151	R$ 83,98	R$ 66,5 mi	R$ 88,91	0,99%	0,94	204	1,01%	0,00883	0,00936	0,00109	0	7	Setembro/2021
IFIE11	IFI-E FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	900.494	R$ 76,03	R$ 74 mi	R$ 82,16	-3,84%	0,93	77	0,65%	0,00483	0,00438	0,00104	0	10	Setembro/2021
IRDM11	FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	1.080.000	R$ 112,00	R$ 2,7 bi	R$ 96,97	-0,89%	1,16	89.700	0,92%	0,00931	0,00921	0,00095	0	43	Setembro/2021
IRIM11	IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	1.300.000	N/A	R$ 130,6 mi	R$ 100,48	N/A	N/A	N/A	N/A	nan	nan	nan	0	0	N/A
JFLL11	JFL LIVING FDO. INV. IMOB.	Residencial	2.200.000	R$ 73,47	R$ 145,2 mi	R$ 96,74	-7,91%	0,76	755	0,83%	0,00705	0,00682	0,00059	0	8	Setembro/2021
JPPA11	JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	505.572	R$ 93,75	R$ 62,6 mi	R$ 103,71	-2,65%	0,90	1.232	1,05%	0,00876	0,00914	0,00171	0	15	Setembro/2021
JRDM11	FII SHOPPING JARDIM SUL	Shoppings	2.223.060	R$ 64,05	R$ 222 mi	R$ 88,00	-0,66%	0,73	4.967	0,31%	0,00244	0,00220	0,00147	0	66	Agosto/2021
JSAF11	JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
JSRE11	JS REAL ESTATE MULTIGESTÃO - FII	Híbrido	60.000	R$ 75,01	R$ 2,4 bi	R$ 113,37	-0,49%	0,66	50.547	0,66%	0,00573	0,00560	0,00040	0	69	Setembro/2021
KEVE11	EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	146.496	R$ 980,00	R$ 146,4 mi	R$ 990,91	N/A	0,99	3	N/A	
KFOF11	FUNDO DE FDO INV IMOB KINEA FII	Títulos e Val. Mob.	1.317.933	R$ 82,50	R$ 432,1 mi	R$ 95,31	-2,77%	0,87	4.522	0,72%	0,00585	0,00578	0,00157	0	37	Setembro/2021
KINP11	EVEN PERMUTA KINEA FII - FDO INV IMOB	Residencial	7.281.700	R$ 13,78	R$ 56,1 mi	R$ 7,84	N/A	1,76	3.096	N/A	nan	nan	nan	0	0	N/A
KISU11	KILIMA FIC FDO. IMOB. SUNO 30	Títulos e Val. Mob.	4.419.605	R$ 7,95	R$ 408,5 mi	R$ 9,24	-3,22%	0,86	284.727	0,72%	0,00630	0,00625	0,00063	0	9	Setembro/2021
KNCR11	KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII	Títulos e Val. Mob.	200.000	R$ 96,99	R$ 3,9 bi	R$ 99,48	2,98%	0,97	48.918	0,57%	0,00388	0,00353	0,00098	0	69	Setembro/2021
KNHY11	KINEA HIGH YIELD CRI FDO INV IMOB - FII	Títulos e Val. Mob.	4.000.000	R$ 105,00	R$ 1,4 bi	R$ 97,90	0,57%	1,07	27.477	1,00%	0,00999	0,00995	0,00172	0	35	Setembro/2021
KNIP11	KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII	Títulos e Val. Mob.	4.000.000	R$ 103,00	R$ 5,8 bi	R$ 98,28	-2,07%	1,05	109.366	1,15%	0,00974	0,01029	0,00157	0	61	Setembro/2021
KNRE11	KINEA II REAL ESTATE EQUITY FDO INV IMOB	Residencial	10.000	R$ 2,16	R$ 36,3 mi	R$ 1,96	9,41%	1,10	1.771	3,92%	0,00757	0,00594	0,01044	0	48	Outubro/2019
KNRI11	KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII	Híbrido	258.979	R$ 140,90	R$ 3,8 bi	R$ 157,34	3,94%	0,90	24.593	0,52%	0,00454	0,00452	0,00043	0	70	Setembro/2021
KNSC11	KINEA SECURITIES FDO. DE INV. IMOB. - FII	Títulos e Val. Mob.	2.632.885	R$ 98,70	R$ 726,2 mi	R$ 91,34	2,65%	1,08	34.903	1,25%	0,01017	0,00966	0,00141	0	10	Setembro/2021
LASC11	LEGATUS SHOPPINGS FDO. INV. IMOB. - FII	Shoppings	2.518.195	R$ 94,84	R$ 258,7 mi	R$ 102,73	3,58%	0,92	7.737	0,54%	0,00453	0,00503	0,00159	0	17	Setembro/2021
LFTT11	LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	2.000.000	R$ 104,00	R$ 423,9 mi	R$ 60,35	N/A	1,72	310	N/A	nan	nan	nan	0	0	N/A
LGCP11	LOGCP INTER FDO INV IMOB	Logística	1.762.843	R$ 82,90	R$ 270,4 mi	R$ 98,93	-5,96%	0,84	1.352	0,66%	0,00549	0,00575	0,00079	0	22	Setembro/2021
LUGG11	LUGGO FDO. INV. IMOB.	Residencial	900.000	R$ 90,90	R$ 112,3 mi	R$ 124,73	-0,35%	0,73	501	0,52%	0,00502	0,00512	0,00057	0	22	Setembro/2021
LVBI11	FDO INV IMOB - VBI LOGÍSTICO	Logística	3.030.000	R$ 99,50	R$ 1,4 bi	R$ 114,71	0,49%	0,87	36.670	0,64%	0,00479	0,00501	0,00112	0	34	Agosto/2021
MALL11	MALLS BRASIL PLURAL FDO INV IMOB	Shoppings	1.860.134	R$ 94,23	R$ 791,6 mi	R$ 104,70	-2,68%	0,90	16.358	0,61%	0,00528	0,00541	0,00074	0	46	Setembro/2021
MAXR11	FDO INV IMOB - FII MAX RETAIL	Outros	59.245	R$ 87,85	R$ 132,5 mi	R$ 117,70	0,93%	0,75	1.843	0,81%	0,00700	0,00593	0,00324	0	67	Agosto/2021
MBRF11	FDO INV IMOB MERCANTIL DO BRASIL - FII	Outros	101.664	R$ 763,99	R$ 116,2 mi	R$ 1.143,32	-2,11%	0,67	137	0,93%	0,00788	0,00808	0,00105	0	69	Outubro/2021
MCCI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII	Títulos e Val. Mob.	5.462.000	R$ 100,35	R$ 1,2 bi	R$ 100,24	-0,50%	1,00	49.881	0,99%	0,00757	0,00684	0,00164	0	24	Setembro/2021
MCFF11	MAUÁ CAPITAL FOF – FDO. INVEST. IMOB.	N/A	1.500.000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
MCHF11	MAUÁ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	8.307.646	R$ 10,04	R$ 83 mi	R$ 10,00	N/A	1,00	96.836	N/A	nan	nan	nan	0	0	N/A
MCHY11	FDO DE INV IMOB MAUÁ CAPITAL HIGH YIELD - FII	Títulos e Val. Mob.	3.537.064	R$ 134,50	R$ 354,1 mi	R$ 100,11	1,18%	1,34	20	1,18%	0,00392	0,00000	0,00555	0	3	Setembro/2021
MFAI11	MERITO FDO. AÇÕES IMOB. FII - FDO INV. IMOB.	Híbrido	28.000	R$ 73,00	R$ 25,3 mi	R$ 83,60	-10,15%	0,87	555	0,77%	0,00845	0,00789	0,00278	0	15	Setembro/2021
MFII11	MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I - FII	Híbrido	57.000	R$ 113,23	R$ 464,5 mi	R$ 112,01	1,50%	1,01	6.923	1,03%	0,00845	0,00790	0,00105	0	70	Setembro/2021
MFVI11	FDO INV IMOB MV9 - FII	Híbrido	77.850.000	N/A	R$ 137 mi	R$ 1,75	N/A	N/A	N/A	N/A	
MGCR11	FDO. INVEST. IMOB. MOGNO CRI HIGH GRADE	Títulos e Val. Mob.	1.422.304	R$ 85,93	R$ 135 mi	R$ 94,91	-1,34%	0,91	912	0,91%	0,00764	0,00846	0,00209	0	12	Setembro/2021
MGFF11	FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS	Títulos e Val. Mob.	1.205.927	R$ 68,40	R$ 710,4 mi	R$ 78,49	-4,05%	0,87	26.197	0,74%	0,00684	0,00704	0,00066	0	42	Setembro/2021
MGHT11	FDO. INV. IMOB. MOGNO HOTEIS	Hotel	833.196	R$ 92,51	R$ 129 mi	R$ 98,19	-3,07%	0,94	11	0,63%	0,00631	0,00620	0,00149	0	18	Setembro/2021
MGLG11	MOGNO LOGÍSTICA FUNDO DE INVEST. IMOBILIARIO - FII	Logística	1.500.000	R$ 70,30	R$ 112,8 mi	R$ 97,68	-9,15%	0,72	888	0,33%	0,00455	0,00331	0,00432	0	3	Setembro/2021
MINT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MINT EDUCACIONAL	Híbrido	520.000	R$ 91,98	R$ 62,6 mi	R$ 120,09	N/A	0,77	1	N/A	
MORC11	MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	1.000.000	N/A	R$ 57,7 mi	R$ 99,77	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	1	Junho/2021
MORE11	MORE REAL ESTATE FOF FII FDO. INV. IMOB.	Títulos e Val. Mob.	583.842	R$ 81,80	R$ 216,1 mi	R$ 93,20	2,53%	0,88	13.515	0,86%	0,00732	0,00805	0,00132	0	18	Setembro/2021
MXRF11	MAXI RENDA FDO INV IMOB - FII	Híbrido	538.834	R$ 10,04	R$ 2,3 bi	R$ 9,99	2,20%	1,00	684.972	0,79%	0,00700	0,00690	0,00073	0	69	Setembro/2021
NAVT11	NAVI IMOBILIÁRIO TOTAL RETURN FDO. INVEST. IMOB.	Títulos e Val. Mob.	1.500.000	R$ 72,01	R$ 96,6 mi	R$ 91,60	-3,76%	0,79	6.091	0,83%	0,00691	0,00759	0,00150	0	5	Setembro/2021
NCHB11	FDO INV IMOB - FII NCH BRASIL RECEBÍVEIS IMOB	Títulos e Val. Mob.	123.000	R$ 95,78	R$ 134,2 mi	R$ 93,06	0,91%	1,03	2.692	0,92%	0,00664	0,00704	0,00438	0	18	Junho/2021
NEWL11	NEWPORT LOGÍSTICA FDO INV. IMOB.	Híbrido	855.793	R$ 98,90	R$ 236,5 mi	R$ 116,33	-1,87%	0,85	6.683	0,75%	0,00827	0,00850	0,00086	0	21	Setembro/2021
NEWU11	NEWPORT RENDA URBANA FDO INV IMOB	Lajes Corporativas	742.000	R$ 33,10	R$ 46,2 mi	R$ 62,30	-4,04%	0,53	136	0,00%	0,01299	0,00077	0,04101	0	56	Julho/2020
NSLU11	FDO INV IMOB - FII HOSPITAL NOSSA SRA DE LOURDES	Hospital	1.144.800	R$ 222,64	R$ 244,4 mi	R$ 213,50	-5,14%	1,04	1.976	0,84%	0,00707	0,00679	0,00090	0	69	Agosto/2021
NVHO11	FDO INV IMOB - FII NOVO HORIZONTE	Hospital	41.494.533	R$ 11,97	R$ 514,2 mi	R$ 12,39	2,58%	0,97	128	0,57%	0,00548	0,00513	0,00173	0	64	Setembro/2021
NVIF11B	NOVA I - FDO INV IMOB - FII	Outros	337.400	N/A	R$ 57,3 mi	R$ 169,88	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	23	Janeiro/2021
ONEF11	FDO INV IMOB THE ONE	Lajes Corporativas	32.100	R$ 145,51	R$ 146,4 mi	R$ 160,65	1,59%	0,91	594	0,50%	0,00461	0,00454	0,00034	0	68	Outubro/2021
ORPD11	OURO PRETO DESENV IMOB I FDO INV IMOB - FII	Títulos e Val. Mob.	N/A	R$ 132,00	R$ 44 mi	R$ 151,81	N/A	0,87	1	N/A	nan	nan	nan	0	0	N/A
OUFF11	FDO INV IMOB - OURINVEST FUNDO DE FUNDOS	Títulos e Val. Mob.	671.598	R$ 68,25	R$ 147,3 mi	R$ 81,17	-6,08%	0,84	3.891	0,94%	0,00780	0,00790	0,00143	0	27	Setembro/2021
OUJP11	OURINVEST JPP FDO INV IMOB - FII	Títulos e Val. Mob.	720.000	R$ 89,39	R$ 335,7 mi	R$ 103,23	-0,87%	0,87	4.846	1,02%	0,00733	0,00650	0,00186	0	57	Setembro/2021
OULG11	FDO INV IMOB OURINVEST LOGÍSTICA	Outros	1.061.694	R$ 59,25	R$ 230,5 mi	R$ 92,90	-3,06%	0,64	1.402	0,80%	0,00715	0,00699	0,00044	0	30	Setembro/2021
OURE11	FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RENDA ESTRUTURADA	Títulos e Val. Mob.	533.916	R$ 87,05	R$ 83,3 mi	R$ 96,29	-0,39%	0,90	1.272	1,29%	0,00881	0,00818	0,00199	0	41	Setembro/2021
PABY11	FDO INV IMOB PANAMBY	Híbrido	758.400	R$ 12,00	R$ -7,4 mi	R$ -9,72	-19,84%	-1,23	10	0,00%	0,00000	0,00000	0,00000	0	35	Outubro/2018
PATC11	PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII	Lajes Corporativas	1.502.052	R$ 63,00	R$ 297,5 mi	R$ 85,54	0,24%	0,74	3.151	0,47%	0,00411	0,00449	0,00060	0	30	Setembro/2021
PATL11	PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	4.300.000	R$ 69,56	R$ 477 mi	R$ 95,57	-2,31%	0,73	16.047	0,79%	0,00632	0,00613	0,00079	0	14	Setembro/2021
PLCR11	FDO INV. IMOB. PLURAL RECEBIVEIS	Híbrido	2.109.169	R$ 88,53	R$ 196,9 mi	R$ 93,37	-2,13%	0,95	11.648	1,11%	0,00845	0,00844	0,00146	0	22	Setembro/2021
PLOG11	PLURAL LOGÍSTICA FDO. INV. IMOB.	Logística	750.000	R$ 79,01	R$ 71,6 mi	R$ 95,42	-0,40%	0,83	2.137	0,88%	0,00787	0,00776	0,00072	0	6	Setembro/2021
PLRI11	POLO FDO INV IMOB - FII RECEBÍVEIS IMOBILIÁRIOS I	Títulos e Val. Mob.	954.304	R$ 44,00	R$ 46,7 mi	R$ 48,93	-0,87%	0,90	1.472	0,60%	0,00553	0,00603	0,00164	0	68	Setembro/2021
PORD11	POLO FDO INV IMOB - RECEBÍVEIS IMOB II - FII	Títulos e Val. Mob.	1.000.000	R$ 94,85	R$ 369,1 mi	R$ 99,00	1,09%	0,96	5.313	0,95%	0,00876	0,00868	0,00078	0	64	Setembro/2021
PQAG11	PARQUE ANHANGUERA FDO. INVEST. IMOB.	Logística	N/A	R$ 60,00	R$ 795,7 mi	R$ 56,87	-4,11%	1,06	4	0,58%	0,00501	0,00540	0,00155	0	12	Setembro/2021
PQDP11	FDO INV IMOB - FII PARQUE D. PEDRO SHOPPING CENTER	Shoppings	238.477	R$ 2.040,00	R$ 865,7 mi	R$ 3.630,29	-3,01%	0,56	53	0,73%	0,00354	0,00281	0,00218	0	62	Agosto/2021
PRSV11	FDO INV IMOB - FII PRESIDENTE VARGAS	Lajes Corporativas	195.000	R$ 123,00	R$ 46,8 mi	R$ 239,97	5,74%	0,51	21	0,42%	0,00494	0,00522	0,00162	0	57	Setembro/2020
PRTS11	MULTI PROPERTIES FDO INV IMOB - FII	Híbrido	51.727.500	N/A	R$ 3,7 mi	R$ 0,07	N/A	N/A	N/A	N/A	
PVBI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES	Lajes Corporativas	9.720.000	R$ 86,57	R$ 1 bi	R$ 99,71	-8,12%	0,87	27.765	0,65%	0,00538	0,00517	0,00058	0	13	Agosto/2021
QAGR11	QUASAR AGRO - FDO INV. IMOB.	Outros	5.040.000	R$ 51,50	R$ 301,1 mi	R$ 59,75	0,31%	0,86	10.555	0,75%	0,00640	0,00716	0,00143	0	22	Agosto/2021
QAMI11	QUASAR CRÉDITO IMOBILIÁRIO FDO. INV. IMOB.	N/A	1.500.000	R$ 95,09	R$ 74,1 mi	R$ 92,42	N/A	1,03	416	N/A	nan	nan	nan	0	0	N/A
QIFF11	QUATÁ IMOB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 97,31	R$ 14,3 mi	R$ 95,11	-1,86%	1,02	4	0,55%	0,00714	0,00722	0,00086	0	12	Julho/2021
QIRI11	QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 86,02	R$ 13,4 mi	R$ 89,66	-7,52%	0,96	91	0,52%	0,00685	0,00714	0,00106	0	14	Setembro/2021
QMFF11	QUATÁ MONETAI FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 98,52	R$ 14,3 mi	R$ 95,11	0,00%	1,04	1.011	0,00%	0,00552	0,00746	0,00353	0	7	Abril/2021
RBBV11	JHSF RIO BRAVO FAZENDA BOA VISTA CAP. PROT. - FII	Títulos e Val. Mob.	4.000.00	R$ 100,00	R$ 126,5 mi	R$ 100,84	0,00%	0,99	6.417	0,00%	0,02703	0,00980	0,05721	0	67	Julho/2021
RBCB11	RIO BRAVO CRÉDITO IMOBILIÁRIO I FDO INV IMOB	Outros	53.100	R$ 19,00	R$ 0	R$ 0,00	-71,35%	Inf	161	0,00%	0,01233	0,01673	0,00714	0	42	Junho/2019
RBCO11	RB CAPITAL OFFICE INCOME FDO INV. IMOB.	Lajes Corporativas	779.000	R$ 49,80	R$ 379,9 mi	R$ 100,53	6,01%	0,50	10.576	0,75%	0,00657	0,00650	0,00053	0	25	Setembro/2021
RBDS11	RB CAPITAL DESENV. RESID. II FDO INV IMOB - FII	Residencial	37.957	R$ 12,01	R$ 3,3 mi	R$ 26,11	0,00%	0,46	65	0,00%	0,01225	0,00944	0,01184	0	47	Janeiro/2021
RBED11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL	Outros	752.500	R$ 132,31	R$ 303,7 mi	R$ 150,24	-0,76%	0,88	1.617	0,78%	0,00691	0,00698	0,00048	0	70	Setembro/2021
RBFF11	RIO BRAVO IFIX FDO INV IMOB	Títulos e Val. Mob.	365.972	R$ 59,30	R$ 253,6 mi	R$ 67,63	-0,58%	0,88	5.425	0,78%	0,00721	0,00740	0,00069	0	73	Setembro/2021
RBGS11	RB CAPITAL GENERAL SHOP SULACAP FDO INV IMOB - FII	Shoppings	1.078.000	R$ 31,67	R$ 97,8 mi	R$ 90,72	-4,47%	0,35	3.813	0,37%	0,00281	0,00205	0,00291	0	63	Setembro/2021
RBHG11	RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII	Títulos e Val. Mob.	1.024.362	R$ 80,00	R$ 166,5 mi	R$ 96,35	-1,31%	0,83	4.438	0,88%	0,00739	0,00747	0,00114	0	20	Agosto/2021
RBHY11	RIO BRAVO CRÉDITO IMOB. HIGH YIELD FDO. INV. IMOB.	Títulos e Val. Mob.	600.000	R$ 98,50	R$ 157,4 mi	R$ 99,51	-0,05%	0,99	511	1,08%	0,00552	0,00759	0,00499	0	7	Setembro/2021
RBIR11	RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	1.528.615	R$ 75,61	R$ 146,8 mi	R$ 96,00	0,00%	0,79	718	0,00%	0,00000	0,00000	0,00000	0	1	Junho/2021
