ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
DRIT11B	MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Ativa	89,87	06/01/2022	80,23	130,81	1.307	41.634.700	463.277	28/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=DRIT11B&tipo=2	5,99%	5,2%	0,69	5,38	4,70	131,18	61.398.700	60.773.500	6	11	97,0%	5.725	699	7.057	9,9%	2,8%	
DVFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - DEVANT FUNDO DE FUNDOS IMOBILIÁRIOS	Híbrido	Ativa	95,69	06/01/2022	75,01	97,48	356.826	105.350.000	1.100.950	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=DVFF11&tipo=2	2,31%	3,8%	1,02	2,21	3,65	93,57	104.607.000	103.015.000	0	0	0,0%	0	-	-	-	-	
EDFO11B	FII EDIFÍCIO OURINVEST	Lajes Corporativas	Passiva	220,01	06/01/2022	192,16	289,22	6.445	51.922.400	236.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=EDFO11B&tipo=2	9,62%	7,6%	1,04	21,16	16,86	212,34	50.575.000	50.111.500	1	1	99,4%	350	15.712	147.531	10,6%	0,0%	
EDGA11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA	Lajes Corporativas	Passiva	22,50	07/01/2022	22,25	30,21	36.756	85.771.200	3.812.055	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=EDGA11&tipo=2	7,55%	7,5%	0,29	1,70	1,70	78,74	301.596.000	300.146.000	1	28	98,8%	24.844	425	3.409	12,5%	48,8%	
ELDO11B	FII ELDORADO	Shoppings	Passiva	1.104,31	01/12/2015	0,00	0,00	0	869.375.000	787.256	31/10/2016	https://fundamentus.com.br/fii_proventos.php?papel=ELDO11B&tipo=2	4,92%	2,5%	0,82	54,38	27,25	1.343,43	1.061.890.000	1.057.620.000	1	341	99,3%	75.085	724	11.495	6,3%	1,2%	
EQIN11	Fundo de Investimento Imobiliário - NCH EQI High Yield Recebíveis Imobiliários	Títulos e Val. Mob.	Ativa	93,08	07/01/2022	86,58	94,42	586.608	134.219.000	1.441.970	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=EQIN11&tipo=2	7,45%	6,3%	0,97	6,93	5,87	95,89	139.985.000	138.264.000	0	0	0,0%	0	-	-	-	-	
EQIR11	EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO FII	Títulos e Val. Mob.	Ativa	100,00	06/01/2022	98,93	100,96	6.261	50.250.000	502.500	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=EQIR11&tipo=2	0,46%	1,0%	0,98	0,46	1,04	101,88	51.793.000	51.192.200	0	0	0,0%	0	-	-	-	-	
ERCR11	ESTOQUE RESIDENCIAL E COMERCIAL RIO DE JANEIRO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Passiva	76.000,00	06/12/2021	62.968,20	76.000,00	715.842	180.576.000	2.376	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=ERCR11&tipo=2	7,65%	37,5%	1,02	5.812,63	9.636,36	74.622,47	264.634.000	177.303.000	0	0	0,0%	0	-	-	-	-	
EURO11	FII EUROPAR	Logística	Passiva	203,00	07/01/2022	189,83	207,01	92.723	77.939.000	383.936	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=EURO11&tipo=2	7,96%	8,5%	0,71	16,16	17,42	283,92	111.382.000	109.006.000	7	9	98,5%	116.761	63	658	9,7%	0,0%	
EVBI11	VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	94,00	07/01/2022	91,85	112,30	329.348	101.751.000	1.082.460	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=EVBI11&tipo=2	5,27%	7,6%	0,93	4,95	7,15	101,47	192.090.000	109.833.000	2	29	155,4%	12.220	869	12.943	6,7%	0,0%	
FAED11	FII ANHANGUERA EDUCACIONAL	Outros	Passiva	146,79	07/01/2022	130,60	181,69	67.157	94.263.800	642.168	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FAED11&tipo=2	9,90%	9,6%	0,69	14,53	14,03	213,98	138.677.000	137.412.000	3	3	98,8%	37.549	268	2.479	10,8%	0,0%	
FAMB11B	FII EDIFICIO ALMIRANTE BARROSO	Lajes Corporativas	Passiva	997,50	07/01/2022	942,03	1.489,97	42.817	104.538.000	104.800	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FAMB11B&tipo=2	8,34%	0,0%	0,29	83,16	0,00	3.439,07	361.119.000	360.415.000	1	12	93,2%	56.429	313	1.726	18,1%	100,0%	
FATN11	FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I	Híbrido	Ativa	101,38	07/01/2022	87,74	104,38	11.300	82.229.700	811.104	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FATN11&tipo=2	5,76%	8,1%	1,01	5,84	7,29	100,21	116.697.000	81.279.200	16	25	124,5%	3.951	1.396	25.906	5,4%	0,0%	
FCFL11	FII CAMPUS FARIA LIMA	Outros	Passiva	110,30	07/01/2022	95,07	111,50	403.375	383.183.000	3.474.010	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FCFL11&tipo=2	6,96%	6,5%	1,09	7,68	7,28	101,48	356.638.000	352.533.000	1	5	99,8%	30.968	973	12.352	7,9%	0,0%	
FEXC11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI	Títulos e Val. Mob.	Ativa	89,34	07/01/2022	79,28	93,25	757.003	545.287.000	6.103.509	16/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=FEXC11&tipo=2	5,46%	10,9%	0,95	4,88	8,62	94,37	583.799.000	576.006.000	0	0	0,0%	0	-	-	-	-	
FFCI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA	Lajes Corporativas	Ativa	182,03	05/11/2019	0,00	0,00	0	671.817.000	3.690.695	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FFCI11&tipo=2	3,89%	0,0%	0,92	7,09	0,00	197,30	831.361.000	728.158.000	10	34	102,8%	40.495	718	17.058	4,2%	14,4%	
FIGS11	GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	56,09	07/01/2022	48,84	64,88	207.081	159.856.000	2.850.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIGS11&tipo=2	5,16%	5,7%	0,59	2,90	2,92	94,40	270.183.000	269.043.000	2	327	95,0%	61.175	149	2.483	6,0%	12,3%	
FIIB11	FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL	Híbrido	Passiva	449,25	07/01/2022	413,48	501,41	341.700	307.736.000	685.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIIB11&tipo=2	8,72%	8,7%	1,01	39,17	39,37	443,07	306.833.000	303.501.000	11	79	96,6%	544.569	54	546	9,8%	1,1%	
FIIP11B	RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Passiva	165,17	07/01/2022	145,63	192,63	97.540	153.139.000	927.162	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIIP11B&tipo=2	6,16%	9,0%	0,82	10,18	14,93	200,47	187.046.000	185.868.000	7	7	95,7%	68.444	164	2.141	7,7%	0,0%	
FISC11	FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401	Lajes Corporativas	Ativa	165,00	07/01/2021	0,00	0,00	0	271.081.000	1.642.916	31/07/2021	https://fundamentus.com.br/fii_proventos.php?papel=FISC11&tipo=2	1,12%	1,5%	1,07	1,84	2,45	154,20	259.688.000	253.338.000	4	414	99,3%	9.255	598	29.084	2,1%	62,7%	
FISD11	SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	203,32	27/07/2017	0,00	0,00	0	218.079.000	1.072.588	-	https://fundamentus.com.br/fii_proventos.php?papel=FISD11&tipo=2	-11,98%	11,6%	2,01	-24,35	16,78	101,11	115.547.000	108.451.000	1		64,3%	0	-	-	0,0%	-	
FIXX11	RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	85,78	26/08/2019	0,00	0,00	0	321.608.000	3.749.215	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIXX11&tipo=2	4,43%	0,0%	1,36	3,80	0,00	63,16	240.788.000	236.798.000	0	0	0,0%	0	-	-	-	-	
FLCR11	FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	102,50	07/01/2022	88,61	102,50	280.672	51.250.000	500.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLCR11&tipo=2	10,26%	13,6%	1,02	10,52	13,97	100,21	50.947.300	50.105.800	0	0	0,0%	0	-	-	-	-	
FLMA11	FII CONTINENTAL SQUARE FARIA LIMA	Híbrido	Ativa	120,00	07/01/2022	111,88	144,95	90.545	165.680.000	1.380.670	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLMA11&tipo=2	5,01%	5,4%	0,77	6,01	6,14	155,89	217.026.000	215.226.000	1	135	98,0%	17.292	611	9.390	6,5%	0,0%	
FLRP11	FII FLORIPA SHOPPING	Shoppings	Passiva	1.205,00	07/01/2022	1.173,45	1.309,68	17.282	78.604.600	65.232	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLRP11&tipo=2	5,47%	5,6%	0,72	65,87	67,40	1.667,54	109.617.000	108.777.000	1	160	97,1%	42.166	113	1.809	6,2%	1,6%	
FMOF11	FII MEMORIAL OFFICE	Lajes Corporativas	Passiva	67,20	06/01/2022	67,20	79,45	1.628	34.138.100	508.008	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FMOF11&tipo=2	0,53%	0,0%	0,51	0,36	0,03	131,83	66.992.900	66.970.600	2	96	98,6%	16.595	161	2.029	7,9%	39,5%	
FPAB11	FII PROJ AGUA BRANCA	Lajes Corporativas	Passiva	197,09	07/01/2022	189,05	294,09	10.116	147.818.000	750.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FPAB11&tipo=2	8,25%	7,6%	0,44	16,26	15,10	448,30	341.116.000	336.222.000	2	76	99,1%	45.242	397	3.237	12,3%	30,3%	
FPNG11	FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA	Lajes Corporativas	Ativa	65,00	07/01/2022	64,36	99,05	714	64.382.500	990.500	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FPNG11&tipo=2	9,95%	6,5%	0,39	6,47	6,57	166,95	166.170.000	165.366.000	6	22	92,7%	14.939	489	3.997	12,2%	27,4%	
FRBR11	Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado	Títulos e Val. Mob.	Ativa	103,71	26/04/2019	0,00	0,00	0	352.319.000	3.397.153	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FRBR11&tipo=2	5,87%	0,0%	1,00	6,09	0,00	104,14	359.905.000	353.781.000	0	0	0,0%	0	-	-	-	-	
FTCE11B	OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	2.950,01	26/06/2020	0,00	0,00	0	2.691.530.000	912.380	-	https://fundamentus.com.br/fii_proventos.php?papel=FTCE11B&tipo=2	-2,02%	5,9%	1,05	-59,72	168,27	2.821,95	3.129.060.000	2.574.690.000	68	1035	67,4%	829.867	37	2.187	1,7%	5,6%	
FVBI11	FII VBI FL 4440	Lajes Corporativas	Passiva	159,71	21/08/2020	0,00	0,00	0	0	0	30/10/2020	https://fundamentus.com.br/fii_proventos.php?papel=FVBI11&tipo=2	inf%	0,0%	0,00	inf	nan	nan	0	0	1	19	0,0%	22.112	637	0	-	0,0%	
FVPQ11	FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII	Shoppings	Passiva	106,00	07/01/2022	102,63	139,70	91.749	296.816.000	2.800.149	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=FVPQ11&tipo=2	4,64%	5,3%	0,54	4,92	5,70	197,97	560.039.000	554.338.000	1	212	98,6%	56.510	672	5.178	13,0%	5,5%	
GALG11	Fundo de Investimento Imobiliário Guardian Logística	Híbrido	Ativa	100,50	07/01/2022	93,68	106,55	1.744.020	564.110.000	5.613.031	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=GALG11&tipo=2	9,53%	10,8%	0,98	9,58	10,08	102,64	983.051.000	576.127.000	6	21	163,1%	884.300	76	1.040	7,3%	0,0%	
GCFF11	GALAPAGOS FUNDO DE FUNDOS - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	74,85	07/01/2022	65,89	96,55	71.340	25.344.100	338.598	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=GCFF11&tipo=2	3,57%	12,3%	0,88	2,67	9,28	85,47	29.312.500	28.941.500	0	0	0,0%	0	-	-	-	-	
GCRI11	GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	98,83	07/01/2022	92,45	98,89	135.539	98.861.600	1.000.320	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=GCRI11&tipo=2	4,85%	8,2%	0,99	4,80	9,82	99,88	101.796.000	99.914.900	0	0	0,0%	0	-	-	-	-	
GESE11B	FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO	Outros	Passiva	1.520,00	15/10/2020	0,00	0,00	0	79.040.000	52.000	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=GESE11B&tipo=2	8,56%	8,7%	0,92	130,04	126,78	1.656,98	86.607.000	86.162.900	1	1	99,4%	12.635	564	6.220	9,1%	0,0%	
GGRC11	GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	111,21	07/01/2022	96,33	132,99	1.359.870	862.815.000	7.758.429	17/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=GGRC11&tipo=2	9,40%	8,3%	0,83	10,45	9,33	134,02	1.205.570.000	1.039.800.000	19	19	113,1%	968.098	95	1.008	9,4%	0,0%	
GRLV11	GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Passiva	145,50	30/11/2020	0,00	0,00	0	156.199.000	1.073.530	30/09/2020	https://fundamentus.com.br/fii_proventos.php?papel=GRLV11&tipo=2	5,72%	0,0%	24,38	8,32	0,00	5,97	159.523.000	6.407.890	1	16	0,0%	55.202	183	0	-	3,7%	
GTLG11	GTIS BRAZIL LOGISTICS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	Ativa	100,01	07/01/2022	94,05	104,27	26.388	717.372.000	7.173.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=GTLG11&tipo=2	0,67%	2,1%	1,01	0,67	2,80	99,14	1.390.740.000	711.153.000	0	0	187,4%	0	-	-	0,0%	-	
GTWR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS	Lajes Corporativas	Ativa	83,97	07/01/2022	67,85	103,06	997.216	1.007.640.000	12.000.000	16/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=GTWR11&tipo=2	9,49%	9,6%	0,83	7,97	8,13	100,92	1.211.590.000	1.211.080.000	3	48	98,9%	89.154	1.151	11.179	10,3%	0,0%	
GWIR11	HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	175,99	23/10/2018	0,00	0,00	0	67.231.200	382.017	31/03/2021	https://fundamentus.com.br/fii_proventos.php?papel=GWIR11&tipo=2	2,80%	0,0%	0,74	4,93	0,00	238,79	91.692.300	91.223.500	0	0	99,3%	0	-	-	4,2%	-	
HAAA11	HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Ativa	96,00	07/01/2022	90,91	99,05	1.002	331.680.000	3.455.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HAAA11&tipo=2	5,47%	6,5%	1,02	5,25	5,56	94,29	506.197.000	325.771.000	2	39	147,4%	22.348	922	21.884	4,2%	9,9%	
HABT11	HABITAT RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	106,69	07/01/2022	98,38	117,45	3.058.380	791.924.000	7.422.668	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HABT11&tipo=2	8,37%	16,7%	1,10	8,93	14,25	97,22	736.303.000	721.618.000	0	0	0,0%	0	-	-	-	-	
HBCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA	Outros	Ativa	110,00	09/12/2021	99,96	113,83	151.778	29.920.000	272.000	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=HBCR11&tipo=2	8,59%	6,9%	1,28	9,45	11,31	87,35	81.157.300	23.758.000	3	3	336,0%	14.835	264	6.778	3,9%	0,0%	
HBRH11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA	Híbrido	Ativa	90,43	07/01/2022	74,19	99,46	335.011	250.690.000	2.772.204	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HBRH11&tipo=2	7,67%	9,5%	0,85	6,94	7,94	106,68	335.479.000	295.751.000	4	283	82,4%	26.447	794	7.811	10,2%	0,0%	
HBTT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I	Títulos e Val. Mob.	Ativa	1.055,00	30/09/2020	0,00	0,00	0	190.126.000	180.214	23/10/2020	https://fundamentus.com.br/fii_proventos.php?papel=HBTT11&tipo=2	6,53%	0,0%	1,19	68,86	0,00	886,32	0	159.727.000	0	0	0,0%	0	-	-	-	-	
HCHG11	HECTARE RECEBÍVEIS HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	Ativa	89,00	06/01/2022	86,47	99,68	14.208	106.800.000	1.200.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCHG11&tipo=2	1,95%	4,1%	0,94	1,74	3,72	94,29	114.140.000	113.145.000	0	0	0,0%	0	-	-	-	-	
HCRI11	FII HOSPITAL DA CRIANÇA	Hospital	Passiva	343,99	07/01/2022	327,79	486,37	48.531	68.798.000	200.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCRI11&tipo=2	10,86%	10,5%	1,15	37,37	36,55	299,43	61.000.500	59.886.300	1	1	101,2%	5.518	1.426	12.619	11,3%	0,0%	
HCTR11	HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	127,00	07/01/2022	108,37	127,94	8.077.560	2.504.500.000	19.720.457	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCTR11&tipo=2	6,78%	16,1%	1,08	8,61	15,27	117,69	2.377.530.000	2.320.960.000	0	0	0,0%	0	-	-	-	-	
HFOF11	HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	81,50	07/01/2022	75,97	96,31	1.821.640	1.872.460.000	22.975.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HFOF11&tipo=2	9,59%	9,3%	0,99	7,82	6,93	82,57	1.913.540.000	1.897.060.000	0	0	0,0%	0	-	-	-	-	
HGBS11	HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Ativa	178,50	07/01/2022	154,62	211,48	1.634.180	1.785.000.000	10.000.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGBS11&tipo=2	6,62%	5,0%	0,85	11,82	8,10	211,23	2.125.570.000	2.112.310.000	12	1930	68,5%	350.921	149	3.485	4,3%	5,4%	
HGCR11	CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	105,47	07/01/2022	92,39	105,70	2.160.710	1.304.920.000	12.372.450	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGCR11&tipo=2	6,65%	9,8%	1,03	7,01	10,39	102,35	1.281.530.000	1.266.260.000	0	0	0,0%	0	-	-	-	-	
HGFF11	CSHG IMOBILIÁRIO FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	76,45	07/01/2022	63,66	90,01	678.705	218.922.000	2.863.597	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGFF11&tipo=2	7,00%	8,3%	0,90	5,35	6,38	84,50	243.713.000	241.961.000	0	0	0,0%	0	-	-	-	-	
HGIC11	HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO		Ativa	106,50	07/01/2022	97,81	107,95	298.198	24.775.300	232.632	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGIC11&tipo=2	4,13%	7,5%	1,00	4,40	7,26	106,17	25.073.000	24.699.300	0	0	0,0%	0	-	-	-	-	
HGJH11	CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Lajes Corporativas	Passiva	191,29	31/05/2019	0,00	0,00	0	335.342.000	1.753.057	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGJH11&tipo=2	8,77%	0,0%	0,71	16,78	0,00	269,64	475.411.000	472.698.000	2	31	95,4%	12.614	2.051	25.365	8,1%	0,0%	
HGLG11	CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	Ativa	167,98	07/01/2022	152,65	168,87	5.292.530	3.580.230.000	21.313.413	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGLG11&tipo=2	7,08%	8,0%	1,14	11,90	12,57	147,50	3.467.980.000	3.143.780.000	16	19	77,0%	700.630	218	3.934	5,5%	7,5%	
HGPO11	CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Lajes Corporativas	Passiva	237,00	07/01/2022	203,50	241,00	342.575	415.474.000	1.753.057	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGPO11&tipo=2	7,08%	6,1%	0,88	16,78	14,29	269,64	475.411.000	472.698.000	2	31	95,4%	12.614	2.051	31.426	6,5%	0,0%	
HGRE11	CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Ativa	132,75	07/01/2022	110,64	139,50	2.237.950	1.568.810.000	11.817.767	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGRE11&tipo=2	5,84%	8,2%	0,80	7,75	10,95	166,56	2.065.430.000	1.968.340.000	20	191	96,3%	202.940	573	7.441	7,7%	22,9%	
HGRU11	CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Ativa	111,78	07/01/2022	101,88	122,63	4.196.900	2.057.470.000	18.406.458	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGRU11&tipo=2	7,36%	7,7%	0,94	8,22	8,68	118,37	2.203.830.000	2.178.830.000	81	81	74,7%	238.220	555	6.455	8,6%	0,0%	
HLOG11	HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	93,50	07/01/2022	93,37	111,83	98.246	397.375.000	4.250.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HLOG11&tipo=2	7,95%	8,7%	0,82	7,44	7,56	113,70	661.932.000	483.226.000	4	24	119,5%	394.699	81	1.203	6,8%	0,1%	
HMOC11	HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	226,95	01/03/2021	221,94	226,95	0	86.698.800	382.017	31/03/2021	https://fundamentus.com.br/fii_proventos.php?papel=HMOC11&tipo=2	2,17%	152,6%	0,95	4,93	146,62	238,79	91.692.300	91.223.500	0	0	99,3%	0	-	-	3,3%	-	
HOSI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI	Híbrido	Ativa	73,89	07/01/2022	71,94	82,03	24.611	42.372.200	573.450	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HOSI11&tipo=2	10,89%	9,1%	0,80	8,05	6,21	92,34	60.407.100	52.954.400	0	0	0,0%	0	-	-	-	-	
HPDP11	HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	80,49	05/01/2022	73,29	85,97	9.393	234.130.000	2.908.813	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HPDP11&tipo=2	4,03%	4,2%	0,84	3,25	3,14	96,15	281.642.000	279.696.000	1	391	98,5%	126.917	83	1.816	4,6%	1,6%	
HRDF11	HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	1,14	07/01/2022	1,13	1,99	783	8.649.320	7.587.125	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HRDF11&tipo=2	-3,01%	0,0%	0,92	-0,03	0,00	1,24	11.228.700	9.430.360	0	0	0,0%	0	-	-	-	-	
HREC11	HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	98,08	07/01/2022	89,20	98,35	12.298	279.136.000	2.846.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HREC11&tipo=2	4,89%	11,3%	1,04	4,79	6,20	94,19	271.470.000	268.066.000	0	0	0,0%	0	-	-	-	-	
HSAF11	HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	92,17	07/01/2022	79,73	97,50	430.142	163.475.000	1.773.624	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSAF11&tipo=2	4,83%	12,7%	0,98	4,45	9,37	93,80	169.331.000	166.359.000	0	0	0,0%	0	-	-	-	-	
HSLG11	HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	91,35	07/01/2022	76,32	107,23	651.649	1.156.500.000	12.660.067	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSLG11&tipo=2	7,60%	7,6%	0,81	6,95	6,96	112,80	1.436.500.000	1.428.050.000	5	36	96,2%	428.600	253	2.595	9,7%	2,4%	
HSML11	HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Ativa	79,43	07/01/2022	68,66	92,12	1.949.250	1.253.450.000	15.780.613	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSML11&tipo=2	6,57%	6,4%	0,84	5,22	5,11	95,12	1.531.160.000	1.501.080.000	5	767	96,3%	151.474	414	7.970	5,2%	3,8%	
