ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
EDGA11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA	Lajes Corporativas	Passiva	24,44	22/10/2021	23,40	30,66	42.243	93.166.600	3.812.055	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=EDGA11&tipo=2	5,44%	7,6%	0,31	1,33	1,86	78,80	301.868.000	300.402.000	1	24	98,7%	24.844	370	3.700	10,0%	48,1%	
ELDO11B	FII ELDORADO	Shoppings	Passiva	1.104,31	01/12/2015	0,00	0,00	0	869.375.000	787.256	31/10/2016	https://fundamentus.com.br/fii_proventos.php?papel=ELDO11B&tipo=2	3,96%	2,1%	0,89	43,72	22,88	1.236,13	977.094.000	973.154.000	1	341	99,3%	75.085	634	11.495	5,5%	1,9%	
EQIN11	Fundo de Investimento Imobiliário - NCH EQI High Yield Recebíveis Imobiliários	Títulos e Val. Mob.	Ativa	93,70	22/10/2021	88,80	94,09	444.547	135.113.000	1.441.970	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=EQIN11&tipo=2	4,89%	2,8%	0,99	4,58	2,64	94,17	137.258.000	135.793.000	0	0	0,0%	0	-	-	-	-	
ERCR11	ESTOQUE RESIDENCIAL E COMERCIAL RIO DE JANEIRO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Passiva	79.000,00	06/10/2021	66.380,00	79.000,00	830.205	187.704.000	2.376	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=ERCR11&tipo=2	3,78%	28,9%	1,04	2.990,05	7.156,27	75.906,14	272.673.000	180.353.000	0	0	0,0%	0	-	-	-	-	
EURO11	FII EUROPAR	Logística	Passiva	204,73	22/10/2021	193,83	212,03	66.029	78.603.200	383.936	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=EURO11&tipo=2	6,27%	8,4%	0,72	12,85	17,42	283,82	111.532.000	108.970.000	7	9	98,6%	116.761	56	664	8,4%	0,0%	
EVBI11	VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	98,00	22/10/2021	93,80	114,69	320.097	106.081.000	1.082.460	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=EVBI11&tipo=2	3,84%	5,2%	0,97	3,76	8,86	101,55	131.778.000	109.927.000	2	29	116,0%	0	-	-	5,9%	-	
FAED11	FII ANHANGUERA EDUCACIONAL	Outros	Passiva	147,60	22/10/2021	138,64	193,64	61.087	94.784.000	642.168	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FAED11&tipo=2	10,13%	9,6%	0,69	14,96	14,34	213,95	138.676.000	137.392.000	3	3	98,8%	37.549	277	2.493	11,1%	0,0%	
FAMB11B	FII EDIFICIO ALMIRANTE BARROSO	Lajes Corporativas	Passiva	1.031,00	22/10/2021	995,01	3.077,54	47.943	108.049.000	104.800	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FAMB11B&tipo=2	22,22%	0,9%	0,30	229,09	9,16	3.468,44	364.256.000	363.493.000	1	12	91,8%	56.429	573	1.758	32,6%	100,0%	
FATN11	FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I	Híbrido	Ativa	101,80	22/10/2021	88,28	105,01	25.343	82.570.400	811.104	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FATN11&tipo=2	5,09%	7,6%	1,02	5,18	6,19	100,15	116.461.000	81.235.700	11	17	116,1%	2.556	1.771	37.498	4,7%	0,0%	
FCFL11	FII CAMPUS FARIA LIMA	Outros	Passiva	103,50	22/10/2021	99,84	112,66	235.257	359.560.000	3.474.010	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FCFL11&tipo=2	6,95%	7,1%	1,02	7,19	7,43	101,46	356.341.000	352.489.000	1	4	99,8%	30.968	906	11.592	7,8%	0,0%	
FEXC11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI	Títulos e Val. Mob.	Ativa	83,80	22/10/2021	80,68	95,20	824.843	511.474.000	6.103.509	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FEXC11&tipo=2	4,34%	10,1%	0,90	3,64	6,81	93,47	578.043.000	570.508.000	0	0	0,0%	0	-	-	-	-	
FFCI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA	Lajes Corporativas	Ativa	182,03	05/11/2019	0,00	0,00	0	671.817.000	3.690.695	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FFCI11&tipo=2	3,81%	0,0%	0,94	6,94	0,00	194,23	722.405.000	716.833.000	10	34	89,2%	40.495	720	14.800	4,9%	7,5%	
FIGS11	GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	55,75	22/10/2021	54,86	66,07	200.480	158.888.000	2.850.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIGS11&tipo=2	4,17%	5,4%	0,59	2,33	2,87	94,30	269.835.000	268.744.000	2	327	95,1%	61.175	124	2.470	5,0%	12,2%	
FIIB11	FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL	Híbrido	Passiva	465,00	22/10/2021	451,34	516,16	309.704	318.525.000	685.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIIB11&tipo=2	7,63%	7,9%	1,05	35,49	37,11	442,50	306.350.000	303.114.000	11	79	96,7%	544.569	49	566	8,7%	0,7%	
FIIP11B	RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Passiva	181,52	22/10/2021	169,25	197,05	90.627	168.298.000	927.162	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIIP11B&tipo=2	4,63%	7,3%	0,91	8,41	13,35	200,23	186.880.000	185.645.000	7	7	95,8%	68.444	143	2.356	6,1%	0,0%	
FISC11	FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401	Lajes Corporativas	Ativa	165,00	07/01/2021	165,00	165,00	0	271.081.000	1.642.916	31/07/2021	https://fundamentus.com.br/fii_proventos.php?papel=FISC11&tipo=2	0,62%	1,0%	1,06	1,02	1,69	155,36	261.430.000	255.242.000	4	414	98,3%	9.255	534	28.803	1,9%	62,7%	
FISD11	SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	203,32	27/07/2017	0,00	0,00	0	218.079.000	1.072.588	-	https://fundamentus.com.br/fii_proventos.php?papel=FISD11&tipo=2	-10,19%	8,4%	1,87	-20,72	16,78	108,52	127.099.000	116.401.000	1		60,0%	0	-	-	0,0%	-	
FIXX11	RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	85,78	26/08/2019	0,00	0,00	0	321.608.000	3.749.215	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FIXX11&tipo=2	3,36%	0,0%	1,27	2,88	0,00	67,63	257.627.000	253.562.000	0	0	0,0%	0	-	-	-	-	
FLCR11	FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	102,00	22/10/2021	91,91	102,00	147.468	51.000.000	500.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLCR11&tipo=2	7,65%	8,9%	1,01	7,80	9,20	100,74	51.105.200	50.371.200	0	0	0,0%	0	-	-	-	-	
FLMA11	FII CONTINENTAL SQUARE FARIA LIMA	Híbrido	Ativa	131,40	22/10/2021	121,46	149,09	125.112	181.420.000	1.380.670	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLMA11&tipo=2	4,10%	4,4%	0,84	5,39	5,45	155,63	219.167.000	214.871.000	1	135	98,1%	17.292	572	10.296	5,6%	0,0%	
FLRP11	FII FLORIPA SHOPPING	Shoppings	Passiva	1.280,01	22/10/2021	1.226,15	1.323,60	15.369	83.497.600	65.232	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FLRP11&tipo=2	4,40%	4,8%	0,77	56,38	61,82	1.663,95	109.346.000	108.543.000	1	208	96,9%	36.064	94	2.244	4,2%	1,7%	
FMOF11	FII MEMORIAL OFFICE	Lajes Corporativas	Passiva	67,51	22/10/2021	67,21	99,00	380	34.295.600	508.008	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FMOF11&tipo=2	0,99%	1,0%	0,51	0,67	0,68	131,87	67.006.100	66.988.500	2	96	98,6%	16.595	167	2.037	8,2%	39,5%	
FPAB11	FII PROJ AGUA BRANCA	Lajes Corporativas	Passiva	202,03	22/10/2021	196,00	314,22	21.390	151.522.000	750.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=FPAB11&tipo=2	9,72%	7,9%	0,45	19,63	16,05	448,03	340.875.000	336.020.000	2	76	99,1%	45.242	414	3.320	12,5%	30,3%	
FPNG11	FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA	Lajes Corporativas	Ativa	100,00	01/12/2016	0,00	0,00	0	99.050.000	990.500	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=FPNG11&tipo=2	6,16%	6,4%	0,60	6,16	6,20	166,90	166.114.000	165.313.000	6	22	92,8%	14.939	471	6.150	7,7%	27,4%	
FRBR11	Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado	Títulos e Val. Mob.	Ativa	103,71	26/04/2019	0,00	0,00	0	352.319.000	3.397.153	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FRBR11&tipo=2	4,58%	0,0%	1,00	4,75	0,00	103,49	356.711.000	351.571.000	0	0	0,0%	0	-	-	-	-	
FTCE11B	OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	2.950,01	26/06/2020	0,00	0,00	0	2.691.530.000	912.380	-	https://fundamentus.com.br/fii_proventos.php?papel=FTCE11B&tipo=2	-1,42%	6,9%	1,08	-41,91	196,50	2.730,09	3.062.780.000	2.490.880.000	70	1642	69,3%	873.455	31	2.135	1,4%	0,0%	
FVBI11	FII VBI FL 4440	Lajes Corporativas	Passiva	159,71	21/08/2020	0,00	0,00	0	0	0	30/10/2020	https://fundamentus.com.br/fii_proventos.php?papel=FVBI11&tipo=2	inf%	22,3%	0,00	inf	nan	nan	0	0	1	19	0,0%	22.112	637	0	-	0,0%	
FVPQ11	FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII	Shoppings	Passiva	116,25	22/10/2021	115,52	149,37	61.366	325.517.000	2.800.149	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=FVPQ11&tipo=2	2,93%	3,8%	0,59	3,40	4,47	196,17	568.125.000	549.310.000	1	212	98,6%	57.000	585	5.629	10,4%	5,7%	
GALG11	Fundo de Investimento Imobiliário Guardian Logística	Híbrido	Ativa	99,50	22/10/2021	98,94	109,26	2.167.660	558.497.000	5.613.031	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=GALG11&tipo=2	7,12%	7,5%	0,96	7,09	9,09	103,49	977.001.000	580.867.000	6	21	161,7%	884.300	55	1.021	5,4%	0,0%	
GCFF11	GALAPAGOS FUNDO DE FUNDOS - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	76,38	22/10/2021	76,14	98,38	67.371	25.862.100	338.598	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=GCFF11&tipo=2	1,64%	12,8%	0,85	1,25	8,92	90,17	31.334.800	30.529.900	0	0	0,0%	0	-	-	-	-	
GCRI11	GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	98,90	22/10/2021	94,51	99,17	257.074	98.931.600	1.000.320	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=GCRI11&tipo=2	2,10%	6,0%	0,98	2,08	7,67	101,26	102.586.000	101.292.000	0	0	0,0%	0	-	-	-	-	
GESE11B	FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO	Outros	Passiva	1.520,00	15/10/2020	0,00	0,00	0	79.040.000	52.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=GESE11B&tipo=2	6,96%	8,5%	0,92	105,87	123,90	1.656,51	86.788.700	86.138.700	1	1	99,5%	12.635	464	6.222	7,5%	0,0%	
GGRC11	GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	114,60	22/10/2021	110,26	138,68	1.460.480	889.116.000	7.758.429	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=GGRC11&tipo=2	6,74%	7,9%	0,86	7,73	8,94	133,97	1.216.940.000	1.039.370.000	16	17	113,2%	738.811	94	1.362	6,9%	0,0%	
GRLV11	GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Passiva	145,50	30/11/2020	136,00	145,50	0	156.199.000	1.073.530	30/09/2020	https://fundamentus.com.br/fii_proventos.php?papel=GRLV11&tipo=2	5,72%	106,7%	24,38	8,32	54,50	5,97	159.523.000	6.407.890	1	16	0,0%	55.202	183	0	-	3,7%	
GTWR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS	Lajes Corporativas	Ativa	86,25	22/10/2021	85,89	109,86	1.251.400	1.035.000.000	12.000.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=GTWR11&tipo=2	9,17%	9,3%	0,85	7,91	8,11	100,90	1.211.440.000	1.210.750.000	3	48	98,9%	89.154	1.142	11.485	9,9%	0,0%	
GWIR11	HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	175,99	23/10/2018	0,00	0,00	0	67.231.200	382.017	31/03/2021	https://fundamentus.com.br/fii_proventos.php?papel=GWIR11&tipo=2	2,80%	0,0%	0,74	4,93	0,00	238,79	91.692.300	91.223.500	0	0	99,3%	0	-	-	4,2%	-	
HAAA11	HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Ativa	94,80	21/10/2021	92,47	100,75	6.501	327.534.000	3.455.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HAAA11&tipo=2	3,67%	4,9%	0,99	3,48	5,23	95,36	508.699.000	329.467.000	1	29	145,8%	11.761	1.061	40.590	2,6%	3,2%	
HABT11	HABITAT RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	112,47	22/10/2021	94,15	122,05	4.606.650	608.700.000	5.412.107	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HABT11&tipo=2	13,27%	16,1%	1,16	14,92	18,86	97,17	536.665.000	525.875.000	0	0	0,0%	0	-	-	-	-	
HBCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA	Outros	Ativa	115,00	15/10/2021	102,04	115,00	30	31.280.000	272.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HBCR11&tipo=2	5,36%	2,6%	1,26	6,16	7,83	90,75	80.354.600	24.683.400	3	3	319,9%	14.835	184	6.746	2,7%	0,0%	
HBRH11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA	Híbrido	Ativa	82,16	22/10/2021	80,36	102,86	332.085	184.504.000	2.245.672	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HBRH11&tipo=2	10,12%	9,5%	0,75	8,32	7,83	109,28	333.919.000	245.407.000	4	283	99,4%	26.447	785	6.934	11,3%	0,0%	
HBTT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I	Títulos e Val. Mob.	Ativa	1.055,00	30/09/2020	0,00	0,00	0	190.126.000	180.214	23/10/2020	https://fundamentus.com.br/fii_proventos.php?papel=HBTT11&tipo=2	6,53%	0,0%	1,19	68,86	0,00	886,32	0	159.727.000	0	0	0,0%	0	-	-	-	-	
HCHG11	HECTARE RECEBÍVEIS HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	Ativa	92,37	22/10/2021	88,94	102,23	22.961	110.844.000	1.200.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCHG11&tipo=2	0,71%	1,5%	0,97	0,66	1,47	95,28	115.221.000	114.331.000	0	0	0,0%	0	-	-	-	-	
HCRI11	FII HOSPITAL DA CRIANÇA	Hospital	Passiva	387,39	22/10/2021	373,28	494,33	38.902	77.478.000	200.000	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCRI11&tipo=2	9,23%	9,4%	1,27	35,75	36,74	305,55	62.280.400	61.109.900	1	1	99,2%	5.518	1.372	13.926	9,9%	0,0%	
HCTR11	HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	123,49	22/10/2021	95,22	129,27	10.816.500	2.435.280.000	19.720.457	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HCTR11&tipo=2	6,48%	17,5%	1,04	8,00	12,31	118,79	2.345.440.000	2.342.620.000	0	0	0,0%	0	-	-	-	-	
HFOF11	HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	85,00	22/10/2021	82,50	98,51	2.379.810	1.952.880.000	22.975.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HFOF11&tipo=2	6,84%	9,0%	0,96	5,81	6,80	88,23	2.043.200.000	2.027.160.000	0	0	0,0%	0	-	-	-	-	
HGBS11	HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Ativa	185,72	22/10/2021	175,20	215,78	1.697.440	1.857.200.000	10.000.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGBS11&tipo=2	5,46%	4,0%	0,87	10,15	7,11	214,40	2.164.790.000	2.143.980.000	12	1924	67,4%	350.889	111	3.568	3,1%	6,9%	
HGCR11	CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	105,59	22/10/2021	90,51	107,99	2.606.660	1.306.410.000	12.372.450	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGCR11&tipo=2	5,79%	8,5%	1,03	6,11	9,06	102,75	1.285.410.000	1.271.230.000	0	0	0,0%	0	-	-	-	-	
HGFF11	CSHG IMOBILIÁRIO FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	73,60	22/10/2021	73,15	92,14	442.375	210.761.000	2.863.597	08/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGFF11&tipo=2	5,92%	9,0%	0,82	4,36	6,70	89,95	259.231.000	257.593.000	0	0	0,0%	0	-	-	-	-	
HGIC11	HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	105,88	22/10/2021	100,85	107,49	78.099	24.631.100	232.632	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGIC11&tipo=2	2,06%	4,5%	1,01	2,18	4,00	105,09	24.755.900	24.446.500	0	0	0,0%	0	-	-	-	-	
HGJH11	CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Lajes Corporativas	Passiva	191,29	31/05/2019	0,00	0,00	0	335.342.000	1.753.057	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGJH11&tipo=2	8,14%	0,0%	0,79	15,58	0,00	241,39	425.713.000	423.171.000	2	31	94,9%	12.614	1.906	25.223	7,6%	0,0%	
HGLG11	CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	Ativa	167,00	22/10/2021	149,17	170,28	5.983.710	3.559.340.000	21.313.413	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGLG11&tipo=2	5,39%	8,1%	1,13	9,01	12,24	147,86	3.512.750.000	3.151.360.000	17	65	74,6%	705.983	194	3.759	5,2%	14,0%	
HGPO11	CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Lajes Corporativas	Passiva	221,67	22/10/2021	200,33	225,18	394.909	388.600.000	1.753.057	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGPO11&tipo=2	7,03%	6,0%	0,92	15,58	12,98	241,39	425.713.000	423.171.000	2	31	94,9%	12.614	1.906	29.229	6,5%	0,0%	
HGRE11	CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Ativa	128,50	22/10/2021	123,35	148,37	1.988.250	1.518.580.000	11.817.767	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGRE11&tipo=2	5,77%	7,0%	0,76	7,41	8,98	168,98	2.130.190.000	1.997.000.000	21	191	99,2%	202.940	579	7.422	7,8%	22,3%	
HGRU11	CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Ativa	114,15	22/10/2021	110,58	125,06	4.533.510	2.101.100.000	18.406.458	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HGRU11&tipo=2	6,51%	7,5%	0,97	7,43	8,34	117,55	2.190.870.000	2.163.600.000	81	81	74,5%	238.220	496	6.567	7,6%	0,0%	
HLOG11	HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	102,98	22/10/2021	101,89	114,59	56.683	437.665.000	4.250.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HLOG11&tipo=2	5,84%	8,0%	0,90	6,02	7,30	114,17	663.815.000	485.212.000	4	24	126,5%	394.699	67	1.403	4,8%	3,8%	
HMOC11	HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	226,95	01/03/2021	218,08	227,96	0	86.698.800	382.017	31/03/2021	https://fundamentus.com.br/fii_proventos.php?papel=HMOC11&tipo=2	2,17%	155,5%	0,95	4,93	149,28	238,79	91.692.300	91.223.500	0	0	99,3%	0	-	-	3,3%	-	
HOSI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI	Híbrido	Ativa	76,69	22/10/2021	76,06	89,00	28.554	43.977.900	573.450	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HOSI11&tipo=2	9,07%	8,2%	0,83	6,96	6,32	92,23	60.287.800	52.888.500	0	0	0,0%	0	-	-	-	-	
HPDP11	HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	81,96	21/10/2021	74,50	89,10	4.471	238.406.000	2.908.813	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HPDP11&tipo=2	3,34%	3,7%	0,85	2,74	2,76	95,99	280.951.000	279.226.000	1	391	98,5%	126.917	69	1.851	3,7%	3,1%	
HRDF11	HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	1,38	22/10/2021	1,37	1,99	2.002	10.470.200	7.587.125	30/12/2020	https://fundamentus.com.br/fii_proventos.php?papel=HRDF11&tipo=2	-3,98%	0,0%	1,11	-0,05	0,00	1,24	11.789.500	9.398.480	0	0	0,0%	0	-	-	-	-	
HREC11	HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	97,88	21/10/2021	92,80	99,12	11.352	278.566.000	2.846.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HREC11&tipo=2	2,82%	8,5%	1,04	2,76	4,29	94,42	270.899.000	268.722.000	0	0	0,0%	0	-	-	-	-	
HSAF11	HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	90,62	22/10/2021	79,10	100,88	504.799	160.726.000	1.773.624	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSAF11&tipo=2	2,87%	10,9%	0,95	2,60	6,94	95,22	171.884.000	168.880.000	0	0	0,0%	0	-	-	-	-	
HSLG11	HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	87,96	22/10/2021	86,30	109,41	899.448	1.113.580.000	12.660.067	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSLG11&tipo=2	6,82%	6,3%	0,78	6,00	5,53	112,77	1.436.210.000	1.427.630.000	5	36	95,4%	428.600	228	2.478	9,2%	3,3%	
HSML11	HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Ativa	77,83	22/10/2021	77,76	94,05	1.728.840	1.228.210.000	15.780.613	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSML11&tipo=2	5,59%	6,4%	0,82	4,35	4,97	95,10	1.522.350.000	1.500.800.000	5	767	95,9%	151.474	388	7.772	5,0%	7,4%	
HSRE11	HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	99,00	22/10/2021	82,83	101,09	2.134.800	843.288.000	8.518.064	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HSRE11&tipo=2	5,02%	4,6%	1,02	4,97	4,63	97,25	834.238.000	828.392.000	28	28	97,9%	100.378	690	8.223	8,4%	0,0%	
HTMX11	FII HOTEL MAXINVEST	Hotel	Passiva	99,50	22/10/2021	94,05	130,90	182.946	125.074.000	1.257.022	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HTMX11&tipo=2	-3,30%	0,0%	0,76	-3,28	0,00	130,18	164.102.000	163.634.000	24	456	99,3%	2.366.751	0	52	0,0%	0,0%	
HUSC11	FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA	Outros	Passiva	122,00	22/10/2021	113,49	152,01	5.640	96.942.800	794.613	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=HUSC11&tipo=2	6,93%	7,3%	0,94	8,46	8,95	130,42	108.585.000	103.632.000	1	1	99,6%	73.270	110	1.318	8,4%	0,0%	
IBCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI INTEGRAL BREI	Títulos e Val. Mob.	Ativa	92,75	22/10/2021	92,20	106,83	85.536	74.470.900	802.921	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=IBCR11&tipo=2	0,94%	3,2%	0,92	0,87	5,10	101,32	83.273.600	81.349.000	0	0	0,0%	0	-	-	-	-	
IBFF11	FUNDO DE INVESTIMENTO IMOBILIARIO FOF INTEGRAL BREI	Títulos e Val. Mob.	Ativa	61,94	22/10/2021	61,94	78,89	127.084	41.294.200	666.681	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=IBFF11&tipo=2	3,85%	8,6%	0,80	2,38	5,39	77,38	52.421.400	51.590.600	0	0	0,0%	0	-	-	-	-	
