ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
HGCR11	CSHG Recebíveis Imobiliários	Papel: CRIs	Credit Suisse Hedging-Griffo	0,011899999999999999	R$1,25	R$1,27 B	R$102,35	13/01/2010	Títulos e Valores Mobiliários Gestão Ativa	12.372.450	0,00231	0,00865	0,00865	10
HGFF11	CSHG Imobiliário FOF	Papel: Fundo de Fundos	Credit Suisse Hedging-Griffo	0,0077	R$0,58	R$241,96 M	R$84,50	20/02/2019	Títulos e Valores Mobiliários Gestão Ativa	2.863.597	0,00081	0,00665	0,00665	10
HGIC11	HGI Créditos Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,010700000000000001	R$1,13	R$24,70 M	R$106,17	06/11/2020	Não Informado	232.632	0,00170	0,00833	0,00833	9
HGLG11	CSHG Logística	Tijolo: Galpões	Credit Suisse Hedging-Griffo	0,0104	R$1,75	R$3,14 B	R$147,50	08/06/2010	Renda Gestão Ativa	21.313.413	0,00248	0,00716	0,00716	10
HGPO11	CSHG Prime Offices	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,005600000000000001	R$1,35	R$472,70 M	R$269,64	11/11/2009	Renda Gestão Passiva	1.753.057	0,00072	0,00558	0,00558	10
HGRE11	CSHG Real Estate	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,0212	R$2,75	R$1,97 B	R$166,56	06/05/2008	Renda Gestão Ativa	11.817.767	0,00459	0,00725	0,00725	10
HGRU11	CSHG Renda Urbana	Tijolo: Educacional	Credit Suisse Hedging-Griffo	0,0068000000000000005	R$0,76	R$2,18 B	R$118,37	14/02/2018	Renda Gestão Ativa	18.406.458	0,00060	0,00627	0,00627	10
HLOG11	Hedge Logística	Tijolo: Galpões	Hedge Investments DTVM LTDA	0,0067	R$0,63	R$483,23 M	R$113,70	28/03/2017	Renda Gestão Ativa	4.250.000	0,00041	0,00587	0,00587	10
HOSI11	FII Housi	Tijolo: Outros	Vórtx DTVM LTDA	0,0075	R$0,55	R$52,95 M	R$92,34	10/09/2019	Híbrido Gestão Ativa	573.450	0,00068	0,00659	0,00659	10
HPDP11	Hedge Shopping Parque Dom Pedro	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0062	R$0,50	R$279,70 M	R$96,15	22/11/2019	Renda Gestão Passiva	2.908.813	0,00209	0,00291	0,00291	7
HRDF11	Hedge Realty Development	Tijolo: Desenvolvimento	Hedge Investments DTVM LTDA	0,0	R$0,00	R$9,43 M	R$1,24	29/12/2012	Desenvolvimento para Venda Gestão Ativa	7.587.125	-1.0	-1.0	0	0
HREC11	Hedge Recebíveis	Papel: CRIs	Hedge Investments DTVM LTDA	0,0102	R$1,00	R$268,07 M	R$94,19	21/11/2019	Títulos e Valores Mobiliários Gestão Ativa	2.846.000	0,00151	0,00873	0,00873	10
HSAF11	HSI Ativos Financeiros	Papel: CRIs	BRL Trust DTVM	0,010700000000000001	R$1,00	R$166,36 M	R$93,80	15/06/2020	Títulos e Valores Mobiliários Gestão Ativa	1.773.624	0,00101	0,01049	0,01049	10
HSLG11	HSI Logística	Tijolo: Galpões	BRL Trust DTVM	0,0063	R$0,58	R$1,43 B	R$112,80	20/02/2019	Renda Gestão Ativa	12.660.067	0,00065	0,00601	0,00601	10
HSML11	HSI Mall	Tijolo: Shoppings	Santander Caceis Brasil DTVM	0,006500000000000001	R$0,52	R$1,50 B	R$95,12	07/03/2019	Renda Gestão Ativa	15.780.613	0,00183	0,00515	0,00515	10
HSRE11	HSI Renda Imobiliária	Tijolo: Híbrido	BRL Trust DTVM	0,0087	R$0,87	R$830,84 M	R$97,54	11/08/2006	Renda Gestão Ativa	8.518.064	0,00153	0,00576	0,00576	7
HTMX11	Hotel Maxinvest	Tijolo: Hotéis	BTG Pactual	0,0079	R$0,71	R$163,88 M	R$130,37	13/02/2007	Títulos e Valores Mobiliários Gestão Ativa	1.257.022	0,00207	0,00475	0,00475	10
HUSC11	Hospital Unimed Sul Capixaba	Tijolo: Hospital	Rio Bravo Investimentos	0,0053	R$0,60	R$112,95 M	R$142,15	09/11/2017	Desenvolvimento para Renda Gestão Passiva	794.613	0,00065	0,00582	0,00582	10
HUSI11	HUSI FII	Tijolo: Hospital	Planner Corretora de Valores	0,0	R$0,00	R$100,63 M	R$955,14	04/04/2018	Desenvolvimento para Renda Gestão Ativa	105.362	-1.0	-1.0	0	0
IBFF11	FOF Integral Brei	Papel: Fundo de Fundos	BTG Pactual	0,0087	R$0,52	R$46,65 M	R$69,98	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	666.681	0,00179	0,00714	0,00714	10
IFID11	IFI-D Inter	Papel: Fundo de Fundos	Inter DTVM	0,0125	R$1,00	R$64,71 M	R$86,49	30/11/2020	Renda Gestão Passiva	748.151	0,00152	0,00957	0,00957	10
IFIE11	IFI-E Inter	Papel: Fundo de Fundos	Inter DTVM	0,0076	R$0,55	R$67,07 M	R$74,49	19/02/2020	Renda Gestão Passiva	900.494	0,00121	0,00577	0,00577	10
IRDM11	Iridium Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0105	R$1,13	R$2,69 B	R$96,16	27/02/2018	Títulos e Valores Mobiliários Gestão Ativa	28.000.000	0,00138	0,00951	0,00951	10
IRIM11	Iridium	Papel: Híbrido	BTG Pactual	0,0123	R$1,39	R$129,73 M	R$99,79	--/--/--	Híbrido Gestão Ativa	1.300.000	0,00100	0,01180	0,01180	3
JFLL11	JFL Living	Tijolo: Outros	Banco Genial	0,0084	R$0,62	R$145,24 M	R$96,79	--/--/--	Renda Gestão Ativa	1.500.598	0,00094	0,00749	0,00749	10
JGPX11	JGP Crédito	FIAGRO	Banco Daycoval S.A.	0,0106	R$1,04	R$81,02 M	R$95,53	02/09/2021	Híbrido Gestão Ativa	848.097	0,00000	0,01060	0,01060	1
JPPA11	JPP Allocation Mogno	Papel: CRIs	Vórtx DTVM LTDA	0,014199999999999999	R$1,40	R$62,38 M	R$103,28	25/06/2018	Títulos e Valores Mobiliários Gestão Ativa	603.964	0,00138	0,01096	0,01096	10
JPPC11	JPP Capital	Tijolo: Desenvolvimento	Banco Finaxis	0,0018	R$0,41	R$29,14 M	R$529,90	30/10/2012	Híbrido Gestão Ativa	55.000	-1.0	-1.0	0	0
JRDM11	Shopping Jardim Sul	Tijolo: Shoppings	BTG Pactual	0,0074	R$0,51	R$221,60 M	R$87,83	02/01/2012	Renda Gestão Passiva	2.522.968	0,00199	0,00389	0,00389	10
JSRE11	JS Real Estate Multigestão	Tijolo: Escritórios	Banco J. Safra	0,0066	R$0,53	R$2,35 B	R$113,24	23/02/2011	Híbrido Gestão Ativa	20.767.328	0,00065	0,00631	0,00631	10
JTPR11	JT Prev FII Desenvolvimento Habitacional	Tijolo: Desenvolvimento	Planner Corretora de Valores	0,0	R$1,63	R$22,02 M	R$102,59	19/09/2016	Desenvolvimento para Venda Gestão Ativa	214.675	-1.0	-1.0	0	0
KEVE11	Even II Kinea	Tijolo: Desenvolvimento	INTRAG DTVM	0,0013	R$1,42	R$148,22 M	R$1.003,49	11/08/2020	Desenvolvimento para Venda Gestão Passiva	147.701	-1.0	-1.0	0	0
KFOF11	Kinea FII	Papel: Fundo de Fundos	INTRAG DTVM	0,008199999999999999	R$0,61	R$396,44 M	R$87,45	17/08/2018	Títulos e Valores Mobiliários Gestão Ativa	4.533.315	0,00124	0,00702	0,00702	10
KINP11	Even Permuta Kinea	Tijolo: Desenvolvimento	INTRAG DTVM	0,013000000000000001	R$0,18	R$54,23 M	R$7,59	--/--/--	Desenvolvimento para Venda Gestão Ativa	7.147.934	0,00656	0,01912	0,01912	6
KISU11	Kilima FIC de FII SUNO 30	Papel: Fundo de Fundos	Vórtx DTVM LTDA	0,0087	R$0,07	R$379,67 M	R$8,59	16/09/2020	Títulos e Valores Mobiliários Gestão Ativa	44.196.050	0,00106	0,00688	0,00688	10
KNCR11	Kinea Rendimentos Imobiliários	Papel: CRIs	INTRAG DTVM	0,008100000000000001	R$0,82	R$3,94 B	R$100,87	03/08/2012	Títulos e Valores Mobiliários Gestão Ativa	39.097.087	0,00141	0,00510	0,00510	10
KNHY11	Kinea High Yield CRI	Papel: CRIs	INTRAG DTVM	0,014199999999999999	R$1,50	R$1,38 B	R$96,81	20/06/2018	Títulos e Valores Mobiliários Gestão Ativa	14.290.843	0,00164	0,01140	0,01140	10
KNIP11	Kinea Índice de Preços	Papel: CRIs	INTRAG DTVM	0,0147	R$1,50	R$7,05 B	R$99,17	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	71.134.764	0,00203	0,01134	0,01134	10
KNRE11	Kinea II real Estate Equity	Tijolo: Desenvolvimento	INTRAG DTVM	0,023799999999999998	R$0,04	R$36,69 M	R$1,98	03/10/2011	Desenvolvimento para Venda Gestão Ativa	18.547.161	0,01009	0,01374	0,01374	10
KNRI11	Kinea Renda Imobiliária	Tijolo: Híbrido	INTRAG DTVM	0,0066	R$0,88	R$3,80 B	R$157,22	07/07/2010	Renda Gestão Ativa	24.157.121	0,00055	0,00520	0,00520	10
KNSC11	Kinea Securities	Papel: CRIs	INTRAG DTVM	0,014499999999999999	R$1,45	R$717,42 M	R$90,40	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	7.936.528	0,00218	0,01121	0,01121	10
LASC11	Legatus Shoppings	Tijolo: Shoppings	Vórtx DTVM LTDA	0,0064	R$0,58	R$258,34 M	R$102,59	27/07/2019	Desenvolvimento para Renda Gestão Ativa	2.518.195	0,00123	0,00507	0,00507	7
LATR11B	Lateres	Tijolo: Desenvolvimento	Oliveira Trust	0,0967	R$14,50	R$1,43 M	R$11,55	19/11/2012	Desenvolvimento para Venda Gestão Ativa	124.104	-1.0	-1.0	0	0
LFTT11	Loft II	Tijolo: Desenvolvimento	Modal DTVM	0,0241	R$2,65	R$428,08 M	R$60,94	26/09/2018	Híbrido Gestão Ativa	7.024.543	0,00653	0,01838	0,01838	6
LGCP11	LOGCP Inter	Tijolo: Galpões	Inter DTVM	0,0070999999999999995	R$0,59	R$270,53 M	R$98,99	05/09/2019	Renda Gestão Ativa	2.732.860	0,00048	0,00628	0,00628	10
LOFT11B	LOFT I	Tijolo: Desenvolvimento	MAF DTVM	0,0067	R$0,20	R$127,94 M	R$65,19	07/12/2016	Híbrido Gestão Ativa	1.962.500	0,00024	0,00737	0,00737	3
LPLP11	Lago da Pedra	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$10,89	R$49,62 M	R$901,44	30/07/2021	Desenvolvimento para Venda Gestão Ativa	55.050	-1.0	-1.0	0	0
LUGG11	Luggo	Tijolo: Outros	Inter DTVM	0,0068000000000000005	R$0,57	R$112,40 M	R$124,89	23/09/2019	Renda Gestão Ativa	900.000	0,00046	0,00564	0,00564	10
LVBI11	VBI LOGÍSTICO	Tijolo: Galpões	BTG Pactual	0,0070999999999999995	R$0,71	R$1,35 B	R$114,83	11/10/2018	Renda Gestão Ativa	11.775.177	0,00099	0,00607	0,00607	10
MALL11	Malls Brasil Plural	Tijolo: Shoppings	Genial Investimentos Corretora de Valores	0,0067	R$0,65	R$782,93 M	R$103,56	--/--/--	Renda Gestão Ativa	7.560.351	0,00101	0,00564	0,00564	10
MATV11	More Gestão Ativa de Recebíveis	Papel: CRIs	BTG Pactual	0,011000000000000001	R$1,10	R$33,02 M	R$95,09	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	347.280	0,00000	0,01100	0,01100	1
MAXR11	Max Retail	Tijolo: Varejo	BTG Pactual	0,0073	R$0,60	R$132,62 M	R$117,82	26/10/2009	Renda Gestão Passiva	1.125.655	0,00358	0,00765	0,00765	10
MBRF11	Mercantil do Brasil	Tijolo: Escritórios	Rio Bravo Investimentos	0,011899999999999999	R$9,50	R$113,48 M	R$1.116,23	22/06/2011	Renda Gestão Ativa	101.664	0,00205	0,00978	0,00978	10
MCCI11	Mauá Capital Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0097	R$1,00	R$1,27 B	R$102,58	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	12.417.281	0,00135	0,00880	0,00880	10
MCHF11	Mauá Capital Hedge Fund	Papel: Fundo de Fundos	BTG Pactual	0,012	R$0,12	R$78,59 M	R$9,46	11/08/2020	Títulos e Valores Mobiliários Gestão Ativa	8.307.646	0,00077	0,01036	0,01036	5
MCHY11	Maua Capital High Yield	Papel: CRIs	BTG Pactual	0,0108	R$1,30	R$358,52 M	R$101,36	14/06/2021	Não Informado	3.537.064	0,00000	0,01080	0,01080	1
MFAI11	Mérito Fundo e Ações Imobiliárias	Híbrido (Tijolo/Papel)	Planner Trustee DTVM LTDA	0,014199999999999999	R$1,06	R$23,35 M	R$77,01	22/07/2019	Híbrido Gestão Ativa	303.173	0,00204	0,00882	0,00882	10
MFII11	Mérito Desenvolvimento Imobiliário	Tijolo: Desenvolvimento	Planner Corretora de Valores	0,0118	R$1,25	R$420,58 M	R$101,42	06/09/2012	Híbrido Gestão Ativa	4.146.900	0,00147	0,00968	0,00968	10
MGCR11	Mogno Certificados de Recebíveis Imobiliários High Grade	Papel: CRIs	BTG Pactual	0,0108	R$0,95	R$136,04 M	R$95,65	13/07/2020	Títulos e Valores Mobiliários Gestão Ativa	1.422.304	0,00097	0,00899	0,00899	10
MGFF11	Mogno Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0077	R$0,50	R$670,10 M	R$74,04	23/03/2018	Títulos e Valores Mobiliários Gestão Ativa	9.050.620	0,00036	0,00729	0,00729	10
MGHT11	Mogno Hoteis	Tijolo: Hotéis	BTG Pactual	0,0089	R$0,80	R$131,57 M	R$100,14	14/11/2019	Renda Gestão Ativa	1.313.784	0,00157	0,00728	0,00728	10
MGIM11	Mogno Real Estate Impact Development Fund	Tijolo: Desenvolvimento	BTG Pactual	0,0	R$0,00	R$27,43 M	R$110,90	14/09/2020	Desenvolvimento para Venda Gestão Ativa	247.300	-1.0	-1.0	0	0
MGLG11	Mogno Logística	Tijolo: Galpões	BRL Trust DTVM	0,0115	R$0,63	R$113,39 M	R$98,20	09/02/2021	Renda Gestão Ativa	1.154.709	0,00309	0,00763	0,00763	3
MINT11	Mint Educacional	Tijolo: Educacional	Brasil Plural S.A. Banco Múltiplo	0,0	R$0,00	R$63,24 M	R$121,37	21/02/2020	Híbrido Gestão Ativa	521.013	-1.0	-1.0	0	0
MORC11	More Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0125	R$1,25	R$79,19 M	R$101,54	26/03/2021	Títulos e Valores Mobiliários Gestão Ativa	779.940	0,00000	0,01250	0,01250	1
MORE11	More Real Estate FOF	Papel: Fundo de Fundos	BTG Pactual	0,0083	R$0,65	R$202,66 M	R$87,39	20/12/2019	Títulos e Valores Mobiliários Gestão Ativa	2.319.115	0,00122	0,00750	0,00750	10
MTOF11	Alianza Multioffices	Tijolo: Escritórios	Oliveira Trust	0,0	R$0,00	R$165,52 M	R$90,56	18/11/2019	Títulos e Valores Mobiliários Gestão Ativa	1.827.649	-1.0	-1.0	0	0
MXRF11	Maxi Renda	Papel: CRIs	BTG Pactual	0,0091	R$0,09	R$2,28 B	R$10,09	20/09/2011	Renda Gestão Ativa	226.039.663	0,00079	0,00774	0,00774	10
NAVT11	Navi Imobiliário Total Return	Papel: Fundo de Fundos	BTG Pactual	0,008199999999999999	R$0,60	R$91,96 M	R$87,20	08/07/2020	Títulos e Valores Mobiliários Gestão Ativa	1.054.507	0,00136	0,00720	0,00720	8
NEWL11	Newport Logística	Tijolo: Galpões	Brasil Plural S.A. Banco Múltiplo	0,0127	R$1,30	R$236,49 M	R$116,32	27/07/2018	Híbrido Gestão Ativa	2.033.099	0,00169	0,00873	0,00873	10
NEWU11	Newport Renda Urbana	Tijolo: Escritórios	Brasil Plural S.A. Banco Múltiplo	0,0032	R$0,11	R$45,63 M	R$61,49	20/12/2011	Híbrido Gestão Ativa	742.000	0,05076	0,02073	0,02073	8
NPAR11	Nestpar	Papel: CRIs	Planner Trustee DTVM LTDA	0,0944	R$1,20	R$2,23 M	R$18,64	23/05/2016	Híbrido Gestão Ativa	119.590	0,11692	0,07878	0,07878	5
NSLU11	Hospital Nossa Senhora de Lourdes	Tijolo: Hospital	BTG Pactual	0,0088	R$1,96	R$244,41 M	R$213,49	17/03/2006	Renda Gestão Passiva	1.144.800	0,00084	0,00803	0,00803	10
NVHO11	Novo Horizonte	Tijolo: Hospital	Genial Investimentos Corretora de Valores	0,006500000000000001	R$0,08	R$514,86 M	R$12,41	18/09/2013	Desenvolvimento para Renda Gestão Ativa	41.494.533	0,00074	0,00562	0,00562	10
NVIF11B	Nova I	Tijolo: Desenvolvimento	MAF DTVM	0,0	R$1,33	R$60,76 M	R$180,09	12/03/2015	Híbrido Gestão Ativa	337.400	-1.0	-1.0	0	0
ONEF11	The One	Tijolo: Escritórios	Rio Bravo Investimentos	0,0063	R$0,86	R$159,06 M	R$174,59	07/01/2011	Renda Gestão Passiva	911.000	0,00049	0,00509	0,00509	10
ORPD11	Ouro Verde Desenvolvimento Imobiliário I	Tijolo: Desenvolvimento	Planner Trustee DTVM LTDA	0,0106	R$1,38	R$44,18 M	R$152,36	29/04/2016	Títulos e Valores Mobiliários Gestão Ativa	290.000	-1.0	-1.0	0	0
OUFF11	Ourinvest Fundo de Fundos	Papel: Fundo de Fundos	Banco Ourinvest S.A.	0,009399999999999999	R$0,65	R$137,35 M	R$75,70	28/03/2019	Títulos e Valores Mobiliários Gestão Ativa	1.814.336	0,00077	0,00850	0,00850	10
OUJP11	OURINVEST JPP	Papel: CRIs	Finaxis CTVM SA	0,010700000000000001	R$0,95	R$330,56 M	R$101,63	30/11/2016	Títulos e Valores Mobiliários Gestão Ativa	3.252.384	0,00205	0,00867	0,00867	10
OULG11	Ourinvest Logistica	Tijolo: Galpões	Banco Ourinvest S.A.	0,0091	R$0,50	R$230,79 M	R$93,01	23/01/2013	Renda Gestão Ativa	2.481.284	0,00088	0,00769	0,00769	10
OURE11	Ourinvest Renda Estruturada	Papel: CRIs	Banco Ourinvest S.A.	0,0127	R$1,10	R$99,06 M	R$91,97	21/09/2017	Híbrido Gestão Ativa	1.077.087	0,00196	0,00987	0,00987	10
PABY11	Panamby	Tijolo: Desenvolvimento	BRKB DTVM	0,011200000000000002	R$0,13	R$-8,25 M	R$0,00	14/03/1995	Desenvolvimento para Venda Gestão Passiva	758.400	0,00000	0,00330	0,00330	1
PATC11	Pátria Edifícios Corporativos	Tijolo: Escritórios	Modal DTVM	0,0046	R$0,30	R$296,48 M	R$85,26	11/01/2018	Desenvolvimento para Renda Gestão Ativa	3.477.434	0,00012	0,00467	0,00467	10
PATL11	Pátria Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,0077	R$0,57	R$473,63 M	R$94,89	15/01/2020	Desenvolvimento para Renda Gestão Ativa	4.991.535	0,00095	0,00733	0,00733	10
PBLV11	Prologis Brazil Logistics Venture	Tijolo: Galpões	BRL Trust DTVM	0,0	R$26,39	R$4,05 B	R$1.353,89	05/12/2018	Híbrido Gestão Ativa	2.989.159	-1.0	-1.0	0	0
PEMA11	Performa Real Estate	Papel: CRIs	BRL Trust DTVM	0,033	R$2,05	R$48,51 M	R$87,87	30/10/2019	Títulos e Valores Mobiliários Gestão Ativa	552.000	0,01237	0,01868	0,01868	5
PLCR11	Plural Recebíveis	Papel: CRIs	Brasil Plural S.A. Banco Múltiplo	0,011699999999999999	R$1,05	R$195,41 M	R$92,65	31/07/2019	Híbrido Gestão Ativa	2.109.169	0,00130	0,00979	0,00979	10
PLOG11	Plural Logística	Tijolo: Galpões	Banco Genial	0,01	R$0,76	R$71,49 M	R$95,32	01/12/2020	Renda Gestão Ativa	750.000	0,00260	0,00763	0,00763	10
PLRI11	Polo Recebíveis Imobiliários I	Papel: CRIs	Oliveira Trust	0,0052	R$0,20	R$42,11 M	R$44,13	01/08/2011	Títulos e Valores Mobiliários Gestão Ativa	954.304	0,00173	0,00496	0,00496	10
PORD11	Polo Crédito Imobiliário	Papel: CRIs	Oliveira Trust	0,0113	R$1,08	R$369,26 M	R$99,04	19/09/2012	Títulos e Valores Mobiliários Gestão Ativa	3.728.375	0,00116	0,00972	0,00972	10
PQAG11	Parque Anhanguera	Tijolo: Galpões	Hedge Investments DTVM LTDA	0,0066	R$0,39	R$795,89 M	R$56,88	31/03/2011	Desenvolvimento para Renda Gestão Ativa	13.991.890	0,00039	0,00583	0,00583	10
PQDP11	Parque Dom Pedro Shopping Center	Tijolo: Shoppings	BTG Pactual	0,0079	R$16,40	R$864,54 M	R$3.625,25	12/05/2009	Renda Gestão Passiva	238.477	0,00296	0,00466	0,00466	10
PRSN11B	Personale I	Tijolo: Desenvolvimento	Oliveira Trust	0,019	R$0,01	R$19,00 M	R$0,37	26/07/2011	Desenvolvimento para Venda Gestão Ativa	51.699.979	0,00931	0,01730	0,01730	4
PRSV11	Presidente Vargas	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,014499999999999999	R$1,62	R$47,09 M	R$241,49	31/10/2008	Renda Gestão Passiva	195.000	0,00083	0,00547	0,00547	10
PRTS11	Multi Properties	Tijolo: Shoppings	Banco Modal S.A.	0,0	R$0,00	R$3,80 M	R$0,07	--/--/--	Renda Gestão Ativa	55.727.500	-1.0	-1.0	0	0
PURB11	Plural Renda Urbana	Tijolo: Outros	Banco Genial	0,0	R$1,02	R$34,51 M	R$85,02	11/08/2021	Renda Gestão Ativa	405.873	-1.0	-1.0	0	0
PVBI11	VBI Prime Properties	Tijolo: Escritórios	BTG Pactual	0,0063	R$0,56	R$998,58 M	R$99,46	05/03/2020	Renda Gestão Ativa	10.039.493	0,00178	0,00543	0,00543	10
QAGR11	Quasar Agro	Tijolo: Outros	BTG Pactual	0,0075	R$0,39	R$300,96 M	R$59,71	04/11/2019	Renda Gestão Ativa	5.040.000	0,00023	0,00746	0,00746	10
QAMI11	Quasar Crédito Imobiliário	Papel: CRIs	Banco Genial	0,0154	R$1,54	R$73,10 M	R$91,22	22/02/2021	Híbrido Gestão Ativa	801.398	0,00389	0,01151	0,01151	9
QIRI11	Quatá Imob Recebíveis Imobiliários	Papel: Fundo de Fundos	BRL Trust DTVM	0,0074	R$0,67	R$13,50 M	R$90,02	07/05/2020	Títulos e Valores Mobiliários Gestão Passiva	150.000	0,00092	0,00638	0,00638	10
RBCO11	RB Capital Office Income	Tijolo: Escritórios	BRL Trust DTVM	0,0073	R$0,41	R$380,19 M	R$100,61	--/--/--	Renda Gestão Ativa	3.779.001	0,00078	0,00708	0,00708	10
RBDS11	RB Capital Desenvolvimento Residencial II	Tijolo: Desenvolvimento	Oliveira Trust	0,239	R$2,35	R$3,26 M	R$25,75	06/08/2010	Desenvolvimento para Venda Gestão Ativa	126.523	0,03000	0,02720	0,02720	10
RBED11	Rio Bravo Renda Educacional	Tijolo: Educacional	Rio Bravo Investimentos	0,0088	R$1,06	R$286,29 M	R$141,61	20/09/2011	Desenvolvimento para Renda Gestão Ativa	2.021.621	0,00057	0,00762	0,00762	10
RBFF11	Rio Bravo IFIX	Papel: Fundo de Fundos	BRL Trust DTVM	0,0084	R$0,47	R$236,80 M	R$63,16	22/03/2013	Títulos e Valores Mobiliários Gestão Ativa	3.749.215	0,00055	0,00778	0,00778	10
RBGS11	RB Capital General Shopping Sulacap	Tijolo: Shoppings	Oliveira Trust	0,0062	R$0,18	R$97,87 M	R$90,78	10/05/2011	Renda Gestão Passiva	1.078.000	0,00182	0,00415	0,00415	10
RBHG11	Rio Bravo Crédito Imobiliário High Grade	Papel: CRIs	BRL Trust DTVM	0,016399999999999998	R$1,44	R$165,66 M	R$95,89	17/07/2019	Títulos e Valores Mobiliários Gestão Ativa	1.727.582	0,00298	0,01020	0,01020	10
RBHY11	Rio Bravo Crédito Imobiliário High Yield	Papel: CRIs	BRL Trust DTVM	0,0195	R$1,98	R$155,82 M	R$98,52	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	1.581.644	0,00358	0,01222	0,01222	10
RBIR11	RB Capital Desenvolvimento Residencial IV	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,00	R$146,66 M	R$95,94	11/10/2019	Desenvolvimento para Venda Gestão Ativa	1.528.615	-1.0	-1.0	0	0
RBLG11	RB Capital Logístico	Tijolo: Galpões	BTG Pactual	0,0086	R$0,80	R$68,69 M	R$107,29	06/07/2020	Renda Gestão Ativa	640.199	0,00231	0,00662	0,00662	4
RBRD11	RB Capital Renda II	Tijolo: Varejo	Votorantim Asset Management	0,0043	R$0,18	R$133,41 M	R$72,05	13/08/2007	Renda Gestão Passiva	1.851.786	0,00153	0,00208	0,00208	10
RBRF11	RBR Alpha Multiestratégia Real Estate	Papel: Fundo de Fundos	BTG Pactual	0,008100000000000001	R$0,60	R$1,13 B	R$82,32	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	13.680.770	0,00071	0,00732	0,00732	10
RBRL11	RBR LOG	Tijolo: Galpões	BRL Trust DTVM	0,0086	R$0,80	R$711,00 M	R$106,33	27/11/2019	Híbrido Gestão Ativa	6.687.035	0,00111	0,00698	0,00698	10
RBRM11	RBR Desenvolvimento	Tijolo: Desenvolvimento	BTG Pactual	0,0001	R$13,90	R$73,57 M	R$136.487,33	04/10/2016	Renda Gestão Ativa	539	-1.0	-1.0	0	0
RBRP11	RBR Properties	Tijolo: Escritórios	BRL Trust DTVM	0,0064	R$0,46	R$1,01 B	R$82,71	--/--/--	Renda Gestão Ativa	12.179.187	0,00104	0,00523	0,00523	10
RBRR11	RBR Rendimento High Grade	Papel: CRIs	BTG Pactual	0,0091	R$0,90	R$1,05 B	R$101,57	18/04/2018	Títulos e Valores Mobiliários Gestão Ativa	10.362.300	0,00106	0,00816	0,00816	10
RBRS11	Rio Bravo Renda Residencial	Tijolo: Desenvolvimento	Rio Bravo Investimentos	0,006	R$0,42	R$129,88 M	R$93,47	02/03/2020	Renda Gestão Ativa	1.389.471	0,00046	0,00579	0,00579	10
RBRY11	BR Crédito Imobiliário Estruturado	Papel: CRIs	BTG Pactual	0,010700000000000001	R$1,12	R$353,78 M	R$104,14	17/04/2018	Títulos e Valores Mobiliários Gestão Ativa	3.397.153	0,00155	0,00826	0,00826	10
RBTS11	RB Capital TFO Situs	Tijolo: Desenvolvimento	Oliveira Trust	0,023399999999999997	R$23,36	R$56,88 M	R$1.006,26	18/01/2018	Híbrido Gestão Ativa	56.525	-1.0	-1.0	0	0
RBVA11	Rio Bravo Renda Varejo	Tijolo: Bancário	Rio Bravo Investimentos	0,009300000000000001	R$0,91	R$1,22 B	R$104,88	28/08/2013	Renda Gestão Ativa	11.588.199	0,00112	0,00854	0,00854	10
RBVO11	Rio Bravo Crédito Imobiliário II	Papel: CRIs	Rio Bravo Investimentos	0,0042	R$0,05	R$11,80 M	R$22,88	19/06/2012	Não Informado	515.824	0,00100	0,00309	0,00309	10
RCFA11	Grupo RCFA	Tijolo: Desenvolvimento	Terra Investimentos DTVM	0,0	R$0,00	R$18,12 M	R$1,55	13/06/2017	Desenvolvimento para Venda Gestão Passiva	11.678.533	-1.0	-1.0	0	0
RCFF11	BR Desenvolvimento Comercial Feeder FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,019799999999999998	R$2,00	R$30,22 M	R$14,92	06/02/2020	Títulos e Valores Mobiliários Gestão Ativa	2.026.138	0,00000	0,02870	0,02870	1
RCRB11	Rio Bravo Renda Corporativa	Tijolo: Escritórios	Rio Bravo Investimentos	0,0042	R$0,55	R$728,16 M	R$197,30	23/12/1999	Renda Gestão Ativa	3.690.695	0,00084	0,00563	0,00563	10
